2,1683993282664,20.81518936
2,1683993282724,18.42098808
1,1683993282743,5.925649166
1,1683993282793,5.959167957
1,1683993282853,5.983109951
1,1683993282910,5.983109951
1,1683993282962,5.973533154
1,1683993283014,5.961562157
2,1683993283093,5.518634796
2,1683993283143,4.560954094
2,1683993283196,3.308786631
2,1683993283255,2.743755102
2,1683993283307,2.480392933
1,1683993283371,5.650316238
1,1683993283433,5.597643375
1,1683993283478,5.576095581
1,1683993283533,5.532999992
1,1683993283592,5.489904404
2,1683993283658,9.390059471
2,1683993283709,11.31499767
2,1683993283768,13.70201588
2,1683993283816,16.11297798
2,1683993283876,17.98524284
1,1683993283936,5.604825974
1,1683993283993,5.667075634
1,1683993284044,5.731719017
1,1683993284100,5.791574001
1,1683993284166,5.841852188
2,1683993284232,24.10003471
2,1683993284279,23.28121758
2,1683993284338,21.89736938
2,1683993284390,20.2693119
2,1683993284448,18.35873795
1,1683993284498,6.02620554
1,1683993284562,5.997475147
1,1683993284616,5.966350555
1,1683993284680,5.928043365
1,1683993284721,5.856217384
1,1683993284799,5.789179802
2,1683993284819,4.903325081
2,1683993284884,4.086902142
2,1683993284936,3.27287364
2,1683993284992,2.837129116
2,1683993285043,2.559401512
2,1683993285110,2.913743496
1,1683993285138,5.497087002
1,1683993285195,5.46596241
1,1683993285248,5.456385612
1,1683993285309,5.451597214
1,1683993285359,5.468356609
1,1683993285418,5.480327606
2,1683993285459,13.36922264
2,1683993285511,15.80651951
2,1683993285567,18.71547508
2,1683993285627,20.91574669
2,1683993285677,22.51028442
2,1683993285735,24.0210247
1,1683993285771,5.83466959
1,1683993285816,5.892130375
1,1683993285871,5.928043365
1,1683993285934,5.944802761
1,1683993285995,6.02381134
1,1683993286038,6.066906929
2,1683993286097,20.06580353
2,1683993286159,17.6955452
2,1683993286202,15.41626453
2,1683993286258,13.22078133
2,1683993286317,10.86249352
2,1683993286373,8.729259491
1,1683993286396,5.770026207
1,1683993286451,5.743690014
1,1683993286514,5.700594425
1,1683993286560,5.640739441
1,1683993286619,5.604825974
1,1683993286675,5.554547787
2,1683993286731,3.062183857
2,1683993286800,2.983175278
2,1683993286835,3.007117271
2,1683993286894,3.634398222
2,1683993286948,4.967968464
2,1683993287004,6.773196697
1,1683993287034,5.552153587
1,1683993287085,5.583278179
1,1683993287139,5.640739441
1,1683993287199,5.693411827
1,1683993287251,5.743690014
1,1683993287317,5.808333397
2,1683993287354,20.27649498
2,1683993287408,22.05777931
2,1683993287467,23.62598228
2,1683993287537,24.16467857
2,1683993287575,24.6099987
2,1683993287629,24.01144791
1,1683993287657,6.028599739
1,1683993287717,6.019022942
1,1683993287769,5.990292549
1,1683993287820,5.940014362
1,1683993287874,5.875370979
1,1683993287933,5.810727596
2,1683993287985,13.07234097
2,1683993288032,10.49857426
2,1683993288091,8.458714485
2,1683993288143,6.80192709
2,1683993288198,5.734113216
2,1683993288252,4.556165695
1,1683993288289,5.511452198
1,1683993288346,5.475539207
1,1683993288402,5.473145008
1,1683993288460,5.461174011
1,1683993288510,5.477933407
1,1683993288567,5.497087002
2,1683993288615,4.046200752
2,1683993288682,5.896918774
2,1683993288721,8.051700592
2,1683993288783,9.667786598
2,1683993288846,11.29584408
2,1683993288891,13.72835255
1,1683993288967,5.841852188
1,1683993289048,5.887341976
1,1683993289060,5.937620163
1,1683993289115,5.951985359
1,1683993289187,5.98789835
1,1683993289235,6.021417141
2,1683993289258,26.18777847
2,1683993289315,25.72569656
2,1683993289362,24.72013283
2,1683993289417,23.71217346
2,1683993289476,22.24213409
2,1683993289527,19.98918915
1,1683993289577,5.770026207
1,1683993289637,5.712565422
1,1683993289691,5.671864033
1,1683993289754,5.626373768
1,1683993289799,5.564124584
1,1683993289849,5.523423195
2,1683993289883,6.162675381
2,1683993289937,4.94402647
2,1683993289997,3.845088005
2,1683993290050,2.940079689
2,1683993290102,2.578555346
2,1683993290159,2.384624958
1,1683993290202,5.554547787
1,1683993290256,5.597643375
1,1683993290306,5.640739441
1,1683993290366,5.702988625
1,1683993290420,5.770026207
1,1683993290472,5.825092793
2,1683993290516,10.09874249
2,1683993290584,12.5599823
2,1683993290648,14.41069984
2,1683993290684,16.77138329
2,1683993290738,19.17516136
2,1683993290796,21.01869583
1,1683993290836,5.995080948
1,1683993290879,5.98789835
1,1683993290933,5.983109951
1,1683993290990,5.94959116
1,1683993291042,5.892130375
1,1683993291099,5.827486992
2,1683993291144,22.65872574
2,1683993291203,20.99236107
2,1683993291255,19.15122032
2,1683993291318,17.0179863
2,1683993291368,15.00206757
2,1683993291420,12.44506073
1,1683993291459,5.482721806
1,1683993291517,5.480327606
1,1683993291570,5.473145008
1,1683993291623,5.470750809
1,1683993291682,5.458779812
1,1683993291735,5.492298603
2,1683993291777,2.829946518
2,1683993291855,2.688688517
2,1683993291892,2.516305923
2,1683993291947,2.710236311
2,1683993292002,3.165134668
2,1683993292061,4.058171749
1,1683993292085,5.789179802
1,1683993292141,5.829881191
1,1683993292202,5.91128397
1,1683993292253,5.966350555
1,1683993292307,5.98550415
1,1683993292363,5.98550415
2,1683993292406,18.55506325
2,1683993292458,20.64999008
2,1683993292529,22.55098534
2,1683993292572,23.61879921
2,1683993292640,24.68661308
2,1683993292679,25.58922768
1,1683993292722,5.7963624
1,1683993292774,5.753266811
1,1683993292835,5.693411827
1,1683993292886,5.626373768
1,1683993292942,5.585672379
1,1683993292996,5.556941986
2,1683993293038,16.57266426
2,1683993293100,14.31972027
2,1683993293150,11.83932781
2,1683993293203,9.840168953
2,1683993293258,7.572859764
2,1683993293318,6.126761913
1,1683993293352,5.54018259
1,1683993293409,5.588066578
1,1683993293461,5.638344765
1,1683993293519,5.676652431
1,1683993293575,5.712565422
1,1683993293628,5.786785603
2,1683993293659,2.499546528
2,1683993293714,3.162740469
2,1683993293766,4.666299343
2,1683993293824,5.640739441
2,1683993293900,7.824251175
2,1683993293935,9.639056206
1,1683993293975,6.052541733
1,1683993294027,6.014234543
1,1683993294085,5.968744755
1,1683993294136,5.983109951
1,1683993294203,5.942408562
1,1683993294249,5.781997204
2,1683993294302,23.48233032
2,1683993294355,24.82068825
2,1683993294411,25.26361656
2,1683993294466,24.74407387
2,1683993294522,24.04496765
2,1683993294577,23.24291039
1,1683993294591,5.532999992
1,1683993294646,5.525817394
1,1683993294701,5.477933407
1,1683993294759,5.444414616
1,1683993294811,5.425261021
1,1683993294867,5.434837818
2,1683993294935,9.17697525
2,1683993294983,7.568071365
2,1683993295038,6.337451935
2,1683993295094,5.063736439
2,1683993295150,3.82593441
1,1683993295216,5.746084213
1,1683993295270,5.820304394
1,1683993295325,5.870582581
1,1683993295387,5.918466568
1,1683993295442,5.940014362
1,1683993295504,5.98789835
2,1683993295537,6.112396717
2,1683993295596,8.209717751
2,1683993295650,9.830592155
2,1683993295735,11.94467258
2,1683993295758,14.67166805
2,1683993295819,17.83680344
1,1683993295842,5.901707172
1,1683993295892,5.844246387
1,1683993295951,5.774814606
1,1683993296002,5.72214222
1,1683993296057,5.667075634
1,1683993296130,5.621585369
2,1683993296170,25.62753487
2,1683993296231,24.82787132
2,1683993296277,23.67147255
2,1683993296333,22.20143318
2,1683993296390,20.03228569
2,1683993296442,17.81286049
1,1683993296458,5.485116005
1,1683993296513,5.525817394
