1683991959076,8.743624687
1683991959136,8.678980827
1683991959188,8.832210541
1683991959246,8.995016098
1683991959306,9.212887764
1683991959352,9.39484787
1683991959710,11.23359394
1683991959768,11.21444035
1683991959820,11.34851646
1683991959887,11.43470764
1683991959936,11.26711273
1683991959986,11.21683502
1683991960342,9.287108421
1683991960402,9.028534889
1683991960454,8.882488251
1683991960511,8.84896946
1683991960561,8.722076416
1683991960618,8.671798706
1683991960970,9.631873131
1683991961021,9.885659218
1683991961092,10.43153667
1683991961129,10.79066753
1683991961188,10.88643551
1683991961244,10.99656868
1683991961609,11.07078838
1683991961658,11.06599998
1683991961712,10.57758331
1683991961770,10.11789608
1683991961820,9.9526968
1683991961877,9.83777523
1683991962228,8.576030731
1683991962295,8.927978516
1683991962337,9.533711433
1683991962398,9.378087997
1683991962447,9.399636269
1683991962503,9.979032516
1683991962882,11.08275986
1683991962928,11.37724686
1683991962983,11.48498535
1683991963041,11.08994198
1683991963092,11.10909557
1683991963148,10.97023201
1683991963502,9.066842079
1683991963561,8.851364136
1683991963611,8.801085472
1683991963673,8.690952301
1683991963718,8.690952301
1683991964084,9.641449928
1683991964143,9.478644371
1683991964197,10.24000072
1683991964252,11.37245846
1683991964304,10.9343195
1683991964667,11.02769279
1683991964720,10.81221485
1683991964782,10.6302557
1683991964836,10.47223854
1683991964886,10.42435455
1683991964943,10.01733971
1683991965303,8.729259491
1683991965377,8.645462036
1683991965411,8.547300339
1683991965468,8.635885239
1683991965519,9.220070839
1683991965879,11.37245846
1683991965927,11.42991924
1683991965991,11.38682365
1683991966038,11.34133339
1683991966102,11.22880554
1683991966151,10.98699188
1683991966506,9.543288231
1683991966563,9.143456459
1683991966612,8.947132111
1683991966679,8.973467827
1683991966731,8.81066227
1683991966778,8.640673637
1683991967135,9.497797966
1683991967188,9.909601212
1683991967245,10.14902115
1683991967302,10.48181534
1683991967353,10.84812832
1683991967412,11.03966427
1683991967774,11.19768143
1683991967829,10.91755962
1683991967886,10.77151299
1683991967938,10.64701462
1683991967998,10.29746151
1683991968054,10.0556469
1683991968415,8.817844391
1683991968470,9.129091263
1683991968526,9.095572472
1683991968582,9.184157372
1683991968636,9.552865028
1683991968697,9.84974575
1683991969053,11.54244614
1683991969116,11.47540855
1683991969169,11.21683502
1683991969220,11.39879417
1683991969276,11.39161205
1683991969329,11.00135708
1683991969684,9.198522568
1683991969750,9.042900085
1683991969803,8.815450668
1683991969850,8.769960403
1683991969904,8.688557625
1683991970265,9.797073364
1683991970315,10.0412817
1683991970373,10.31182671
1683991970428,10.62307262
1683991970480,10.66377449
1683991970833,11.2934494
1683991970894,11.22880554
1683991970944,11.03008747
1683991971002,10.81700325
1683991971060,10.35731697
1683991971111,10.12029076
1683991971521,8.698134422
1683991971594,8.7843256
1683991971628,9.239224434
1683991971686,9.50976944
1683991971746,9.490615845
1683991971794,9.555258751
1683991972160,11.12824917
1683991972206,11.03966427
1683991972270,11.09233665
1683991972318,11.09712505
1683991972374,11.00614548
1683991972737,9.447520256
1683991972781,9.13866806
1683991972837,8.997409821
1683991972893,8.738836288
1683991972944,8.803479195
1683991973292,9.169792175
1683991973345,9.476250648
1683991973404,9.959878922
1683991973461,10.9151659
1683991973528,10.87207031
1683991973569,10.52251625
1683991973926,11.25753593
1683991973979,11.16416264
1683991974037,10.96783829
1683991974093,10.77390766
1683991974145,10.37647057
1683991974201,10.17056847
1683991974553,9.193734169
1683991974611,8.887276649
1683991974661,9.054870605
1683991974712,9.375694275
1683991974769,9.30386734
1683991974827,9.30386734
1683991975186,10.97262669
1683991975242,11.35330486
1683991975292,11.54723454
1683991975347,11.53526402
1683991975402,11.36527538
1683991975461,11.35330486
1683991975813,9.694122314
1683991975862,9.375694275
1683991975919,8.892065048
1683991975977,8.571242332
1683991976033,8.643068314
1683991976087,8.748413086
1683991976453,9.641449928
1683991976504,9.794678688
1683991976562,10.18972206
1683991976616,10.66856289
1683991976668,11.12106705
1683991976728,11.03008747
1683991977085,11.19768143
1683991977139,11.03008747
1683991977194,10.87207031
