mqtt.js:7 {1: 0, 2: 1, 3: 2, 4: 3, 5: 4, 6: 5}
mqtt.js:15 3 1684347521144 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347521145 {id: '6', acc_x: -23.76724052, acc_y: -9.797073364, acc_z: -0.797269166, rot_x: 0.054091886, …}
mqtt.js:15 4 1684347521257 {id: '4', acc_x: 36.5307312, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.128434911, …}
mqtt.js:15 4 1684347521313 {id: '4', acc_x: 36.12850189, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.126836136, …}
mqtt.js:15 4 1684347521371 {id: '4', acc_x: 36.30806732, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.126036748, …}
mqtt.js:15 6 1684347521423 {id: '6', acc_x: -23.77681732, acc_y: -9.794678688, acc_z: -0.792480767, rot_x: 0.056756508, …}
mqtt.js:15 6 1684347521424 {id: '6', acc_x: -23.7744236, acc_y: -9.787496567, acc_z: -0.806845963, rot_x: 0.057022974, …}
mqtt.js:15 6 1684347521424 {id: '6', acc_x: -23.76724052, acc_y: -9.797073364, acc_z: -0.802057564, rot_x: 0.054624807, …}
mqtt.js:15 6 1684347521424 {id: '6', acc_x: -23.77202797, acc_y: -9.799467087, acc_z: -0.804451764, rot_x: 0.051960181, …}
mqtt.js:15 6 1684347521424 {id: '6', acc_x: -23.7648468, acc_y: -9.799467087, acc_z: -0.792480767, rot_x: 0.048762634, …}
mqtt.js:15 6 1684347521431 {id: '6', acc_x: -23.76005745, acc_y: -9.789890289, acc_z: -0.797269166, rot_x: 0.049295556, …}
mqtt.js:15 5 1684347521446 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347521484 {id: '6', acc_x: -23.76724052, acc_y: -9.794678688, acc_z: -0.821211159, rot_x: 0.051960181, …}
mqtt.js:15 5 1684347521491 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347521540 {id: '6', acc_x: -23.76724052, acc_y: -9.794678688, acc_z: -0.809240162, rot_x: 0.054091886, …}
mqtt.js:15 5 1684347521551 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347521603 {id: '6', acc_x: -23.77202797, acc_y: -9.799467087, acc_z: -0.809240162, rot_x: 0.053558957, …}
mqtt.js:15 5 1684347521611 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347521653 {id: '6', acc_x: -23.77202797, acc_y: -9.799467087, acc_z: -0.811634362, rot_x: 0.05249311, …}
mqtt.js:15 5 1684347521661 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347521720 {id: '6', acc_x: -23.77681732, acc_y: -9.797073364, acc_z: -0.811634362, rot_x: 0.053558957, …}
mqtt.js:15 4 1684347521735 {id: '4', acc_x: 35.29053116, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.128434911, …}
mqtt.js:15 6 1684347521774 {id: '6', acc_x: -23.76245117, acc_y: -9.799467087, acc_z: -0.785298169, rot_x: 0.053558957, …}
mqtt.js:15 4 1684347521784 {id: '4', acc_x: 35.54431915, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.126836136, …}
mqtt.js:15 6 1684347521821 {id: '6', acc_x: -23.78160477, acc_y: -9.789890289, acc_z: -0.790086567, rot_x: 0.053292494, …}
mqtt.js:15 4 1684347521848 {id: '4', acc_x: 35.52755737, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.126569673, …}
mqtt.js:15 6 1684347521869 {id: '6', acc_x: -23.77202797, acc_y: -9.794678688, acc_z: -0.806845963, rot_x: 0.052759573, …}
mqtt.js:15 4 1684347521903 {id: '4', acc_x: 35.91063309, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.126836136, …}
mqtt.js:15 6 1684347521927 {id: '6', acc_x: -23.77921104, acc_y: -9.787496567, acc_z: -0.799663365, rot_x: 0.051160797, …}
mqtt.js:15 4 1684347521952 {id: '4', acc_x: 36.3248291, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.126036748, …}
mqtt.js:15 6 1684347521987 {id: '6', acc_x: -23.76963425, acc_y: -9.799467087, acc_z: -0.811634362, rot_x: 0.051960181, …}
mqtt.js:15 5 1684347522016 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347522036 {id: '6', acc_x: -23.7744236, acc_y: -9.782708168, acc_z: -0.794874966, rot_x: 0.055424199, …}
mqtt.js:15 5 1684347522071 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347522090 {id: '6', acc_x: -23.7744236, acc_y: -9.782708168, acc_z: -0.797269166, rot_x: 0.059687596, …}
mqtt.js:15 5 1684347522131 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347522156 {id: '6', acc_x: -23.77202797, acc_y: -9.804255486, acc_z: -0.797269166, rot_x: 0.061552834, …}
mqtt.js:15 5 1684347522187 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347522221 {id: '6', acc_x: -23.77681732, acc_y: -9.799467087, acc_z: -0.792480767, rot_x: 0.058621746, …}
mqtt.js:15 5 1684347522238 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347522272 {id: '6', acc_x: -23.7744236, acc_y: -9.804255486, acc_z: -0.787692368, rot_x: 0.055157732, …}
mqtt.js:15 4 1684347522290 {id: '4', acc_x: 37.17237473, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.126303226, …}
mqtt.js:15 6 1684347522310 {id: '6', acc_x: -23.7648468, acc_y: -9.799467087, acc_z: -0.794874966, rot_x: 0.054091886, …}
mqtt.js:15 4 1684347522361 {id: '4', acc_x: 37.14364624, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.125770286, …}
mqtt.js:15 6 1684347522367 {id: '6', acc_x: -23.77202797, acc_y: -9.799467087, acc_z: -0.794874966, rot_x: 0.056756508, …}
mqtt.js:15 4 1684347522404 {id: '4', acc_x: 38.10850906, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.126569673, …}
mqtt.js:15 6 1684347522420 {id: '6', acc_x: -23.76724052, acc_y: -9.789890289, acc_z: -0.794874966, rot_x: 0.061286367, …}
mqtt.js:15 4 1684347522460 {id: '4', acc_x: 37.37827682, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.126569673, …}
mqtt.js:15 6 1684347522478 {id: '6', acc_x: -23.76724052, acc_y: -9.794678688, acc_z: -0.78050977, rot_x: 0.063151613, …}
mqtt.js:15 4 1684347522519 {id: '4', acc_x: 36.58819199, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.127102599, …}
mqtt.js:15 6 1684347522530 {id: '6', acc_x: -23.7648468, acc_y: -9.794678688, acc_z: -0.794874966, rot_x: 0.061552834, …}
mqtt.js:15 4 1684347522574 {id: '4', acc_x: 36.76296616, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.126836136, …}
mqtt.js:15 6 1684347522591 {id: '6', acc_x: -23.75527, acc_y: -9.799467087, acc_z: -0.809240162, rot_x: 0.059954058, …}
mqtt.js:15 5 1684347522602 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347522644 {id: '6', acc_x: -23.75766373, acc_y: -9.797073364, acc_z: -0.802057564, rot_x: 0.059154671, …}
mqtt.js:15 5 1684347522666 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347522695 {id: '6', acc_x: -23.76245117, acc_y: -9.785101891, acc_z: -0.799663365, rot_x: 0.060753446, …}
mqtt.js:15 5 1684347522721 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347522753 {id: '6', acc_x: -23.75527, acc_y: -9.799467087, acc_z: -0.797269166, rot_x: 0.061286367, …}
mqtt.js:15 5 1684347522768 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347522807 {id: '6', acc_x: -23.76963425, acc_y: -9.801861763, acc_z: -0.802057564, rot_x: 0.060753446, …}
mqtt.js:15 5 1684347522821 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347522863 {id: '6', acc_x: -23.75766373, acc_y: -9.801861763, acc_z: -0.790086567, rot_x: 0.059954058, …}
mqtt.js:15 5 1684347522879 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347522917 {id: '6', acc_x: -23.74569321, acc_y: -9.801861763, acc_z: -0.792480767, rot_x: 0.059954058, …}
mqtt.js:15 4 1684347522922 {id: '4', acc_x: 36.64565277, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.126569673, …}
mqtt.js:15 6 1684347522971 {id: '6', acc_x: -23.74808693, acc_y: -9.794678688, acc_z: -0.794874966, rot_x: 0.061019909, …}
mqtt.js:15 4 1684347522978 {id: '4', acc_x: 36.05428314, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.128434911, …}
mqtt.js:15 6 1684347523027 {id: '6', acc_x: -23.74090385, acc_y: -9.804255486, acc_z: -0.797269166, rot_x: 0.061286367, …}
mqtt.js:15 4 1684347523031 {id: '4', acc_x: 35.94414902, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.127901986, …}
mqtt.js:15 6 1684347523087 {id: '6', acc_x: -23.74808693, acc_y: -9.809044838, acc_z: -0.804451764, rot_x: 0.059687596, …}
mqtt.js:15 4 1684347523088 {id: '4', acc_x: 36.63607407, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.127635539, …}
mqtt.js:15 6 1684347523136 {id: '6', acc_x: -23.76005745, acc_y: -9.806650162, acc_z: -0.811634362, rot_x: 0.057022974, …}
mqtt.js:15 4 1684347523145 {id: '4', acc_x: 37.32560349, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.127635539, …}
mqtt.js:15 6 1684347523195 {id: '6', acc_x: -23.75287437, acc_y: -9.801861763, acc_z: -0.809240162, rot_x: 0.055690661, …}
mqtt.js:15 4 1684347523198 {id: '4', acc_x: 37.12449265, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.128168449, …}
mqtt.js:15 5 1684347523225 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347523246 {id: '6', acc_x: -23.74808693, acc_y: -9.797073364, acc_z: -0.809240162, rot_x: 0.054624807, …}
mqtt.js:15 5 1684347523277 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347523307 {id: '6', acc_x: -23.74569321, acc_y: -9.792284966, acc_z: -0.802057564, rot_x: 0.054624807, …}
mqtt.js:15 5 1684347523336 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347523363 {id: '6', acc_x: -23.73851013, acc_y: -9.799467087, acc_z: -0.802057564, rot_x: 0.05595712, …}
mqtt.js:15 5 1684347523393 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347523422 {id: '6', acc_x: -23.75287437, acc_y: -9.794678688, acc_z: -0.802057564, rot_x: 0.055690661, …}
mqtt.js:15 5 1684347523452 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347523472 {id: '6', acc_x: -23.76005745, acc_y: -9.804255486, acc_z: -0.785298169, rot_x: 0.055690661, …}
mqtt.js:15 5 1684347523498 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347523525 {id: '6', acc_x: -23.75287437, acc_y: -9.809044838, acc_z: -0.802057564, rot_x: 0.053825419, …}
mqtt.js:15 4 1684347523550 {id: '4', acc_x: 36.97126389, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.126303226, …}
mqtt.js:15 1 1684347523585 {id: '1', acc_x: 28.9794178, acc_y: -78.45320129, acc_z: 4.218583584, rot_x: 0.11191424, …}
mqtt.js:15 6 1684347523619 {id: '6', acc_x: -23.75048065, acc_y: -9.806650162, acc_z: -0.804451764, rot_x: 0.051160797, …}
mqtt.js:15 1 1684347523634 {id: '1', acc_x: 28.96265793, acc_y: -78.45320129, acc_z: 4.218583584, rot_x: 0.109782539, …}
mqtt.js:15 6 1684347523634 {id: '6', acc_x: -23.75527, acc_y: -9.799467087, acc_z: -0.799663365, rot_x: 0.048496172, …}
mqtt.js:15 6 1684347523686 {id: '6', acc_x: -23.75766373, acc_y: -9.792284966, acc_z: -0.790086567, rot_x: 0.048496172, …}
mqtt.js:15 1 1684347523688 {id: '1', acc_x: 28.9889946, acc_y: -78.45320129, acc_z: 4.220977783, rot_x: 0.107384384, …}
mqtt.js:15 6 1684347523745 {id: '6', acc_x: -23.75527, acc_y: -9.797073364, acc_z: -0.794874966, rot_x: 0.052226644, …}
mqtt.js:15 1 1684347523746 {id: '1', acc_x: 28.98420525, acc_y: -78.45320129, acc_z: 4.230554581, rot_x: 0.109516084, …}
mqtt.js:15 6 1684347523813 {id: '6', acc_x: -23.76724052, acc_y: -9.792284966, acc_z: -0.790086567, rot_x: 0.054358348, …}
mqtt.js:15 1 1684347523813 {id: '1', acc_x: 28.97462845, acc_y: -78.45320129, acc_z: 4.218583584, rot_x: 0.109516084, …}
mqtt.js:15 5 1684347523839 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347523849 {id: '6', acc_x: -23.75287437, acc_y: -9.799467087, acc_z: -0.804451764, rot_x: 0.054358348, …}
mqtt.js:15 4 1684347523892 {id: '4', acc_x: 37.42855453, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.128434911, …}
mqtt.js:15 6 1684347523907 {id: '6', acc_x: -23.76724052, acc_y: -9.792284966, acc_z: -0.792480767, rot_x: 0.052226644, …}
mqtt.js:15 4 1684347523961 {id: '4', acc_x: 37.21546936, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.127901986, …}
mqtt.js:15 6 1684347523962 {id: '6', acc_x: -23.77921104, acc_y: -9.797073364, acc_z: -0.802057564, rot_x: 0.049295556, …}
mqtt.js:15 4 1684347524001 {id: '4', acc_x: 36.63128662, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.127635539, …}
mqtt.js:15 6 1684347524015 {id: '6', acc_x: -23.7840004, acc_y: -9.789890289, acc_z: -0.794874966, rot_x: 0.048762634, …}
mqtt.js:15 4 1684347524061 {id: '4', acc_x: 36.44693375, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.126569673, …}
mqtt.js:15 6 1684347524078 {id: '6', acc_x: -23.78160477, acc_y: -9.794678688, acc_z: -0.790086567, rot_x: 0.051160797, …}
mqtt.js:15 4 1684347524112 {id: '4', acc_x: 37.18434525, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.127635539, …}
mqtt.js:15 6 1684347524129 {id: '6', acc_x: -23.7648468, acc_y: -9.799467087, acc_z: -0.790086567, rot_x: 0.053558957, …}
mqtt.js:15 1 1684347524146 {id: '1', acc_x: 28.98420525, acc_y: -78.45320129, acc_z: 4.23294878, rot_x: 0.110581927, …}
mqtt.js:15 5 1684347524177 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347524180 {id: '6', acc_x: -23.76963425, acc_y: -9.789890289, acc_z: -0.792480767, rot_x: 0.054358348, …}
mqtt.js:15 5 1684347524236 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347524236 {id: '6', acc_x: -23.7744236, acc_y: -9.801861763, acc_z: -0.804451764, rot_x: 0.05249311, …}
mqtt.js:15 5 1684347524290 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347524295 {id: '6', acc_x: -23.77681732, acc_y: -9.797073364, acc_z: -0.778115571, rot_x: 0.05142726, …}
mqtt.js:15 5 1684347524347 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347524347 {id: '6', acc_x: -23.77681732, acc_y: -9.792284966, acc_z: -0.794874966, rot_x: 0.052226644, …}
mqtt.js:15 6 1684347524414 {id: '6', acc_x: -23.76724052, acc_y: -9.789890289, acc_z: -0.775721371, rot_x: 0.054358348, …}
mqtt.js:15 6 1684347524462 {id: '6', acc_x: -23.76005745, acc_y: -9.792284966, acc_z: -0.804451764, rot_x: 0.055424199, …}
mqtt.js:15 4 1684347524468 {id: '4', acc_x: 37.19392395, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.125237361, …}
mqtt.js:15 1 1684347524498 {id: '1', acc_x: 28.94111061, acc_y: -78.45320129, acc_z: 4.220977783, rot_x: 0.108450226, …}
mqtt.js:15 6 1684347524509 {id: '6', acc_x: -23.7648468, acc_y: -9.792284966, acc_z: -0.794874966, rot_x: 0.054358348, …}
mqtt.js:15 1 1684347524545 {id: '1', acc_x: 28.91716766, acc_y: -78.45320129, acc_z: 4.225766182, rot_x: 0.108716697, …}
mqtt.js:15 6 1684347524566 {id: '6', acc_x: -23.77202797, acc_y: -9.785101891, acc_z: -0.794874966, rot_x: 0.05249311, …}
mqtt.js:15 2 1684347524574 {id: '2', acc_x: 0.08379706, acc_y: 0.328005642, acc_z: 9.581595421, rot_x: -0.034107197, …}
mqtt.js:15 6 1684347524619 {id: '6', acc_x: -23.78160477, acc_y: -9.794678688, acc_z: -0.787692368, rot_x: 0.052759573, …}
mqtt.js:15 2 1684347524635 {id: '2', acc_x: 0.074220255, acc_y: 0.320823014, acc_z: 9.581595421, rot_x: -0.025047474, …}
mqtt.js:15 6 1684347524678 {id: '6', acc_x: -23.76724052, acc_y: -9.792284966, acc_z: -0.78050977, rot_x: 0.05489127, …}
mqtt.js:15 2 1684347524687 {id: '2', acc_x: 0.074220255, acc_y: 0.320823014, acc_z: 9.581595421, rot_x: -0.019718224, …}
mqtt.js:15 6 1684347524732 {id: '6', acc_x: -23.75048065, acc_y: -9.794678688, acc_z: -0.785298169, rot_x: 0.057822358, …}
mqtt.js:15 5 1684347524771 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347524785 {id: '6', acc_x: -23.76245117, acc_y: -9.797073364, acc_z: -0.797269166, rot_x: 0.056756508, …}
mqtt.js:15 4 1684347524816 {id: '4', acc_x: 36.66480637, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.125770286, …}
mqtt.js:15 6 1684347524844 {id: '6', acc_x: -23.77202797, acc_y: -9.804255486, acc_z: -0.794874966, rot_x: 0.052759573, …}
mqtt.js:15 4 1684347524869 {id: '4', acc_x: 36.68395996, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.126836136, …}
mqtt.js:15 1 1684347524886 {id: '1', acc_x: 28.93871689, acc_y: -78.45320129, acc_z: 4.23294878, rot_x: 0.109782539, …}
mqtt.js:15 6 1684347524895 {id: '6', acc_x: -23.77202797, acc_y: -9.794678688, acc_z: -0.802057564, rot_x: 0.050894335, …}
mqtt.js:15 6 1684347524961 {id: '6', acc_x: -23.77202797, acc_y: -9.789890289, acc_z: -0.787692368, rot_x: 0.051960181, …}
mqtt.js:15 1 1684347524962 {id: '1', acc_x: 28.92674446, acc_y: -78.45320129, acc_z: 4.220977783, rot_x: 0.11191424, …}
mqtt.js:15 1 1684347524997 {id: '1', acc_x: 28.92435074, acc_y: -78.45320129, acc_z: 4.211400986, rot_x: 0.112180702, …}
mqtt.js:15 6 1684347525011 {id: '6', acc_x: -23.75527, acc_y: -9.789890289, acc_z: -0.787692368, rot_x: 0.056223582, …}
mqtt.js:15 2 1684347525039 {id: '2', acc_x: 0.064643443, acc_y: 0.330399841, acc_z: 9.576807022, rot_x: -0.02691271, …}
mqtt.js:15 6 1684347525059 {id: '6', acc_x: -23.74808693, acc_y: -9.794678688, acc_z: -0.806845963, rot_x: 0.059421133, …}
mqtt.js:15 2 1684347525101 {id: '2', acc_x: 0.059855044, acc_y: 0.33279404, acc_z: 9.562441826, rot_x: -0.021050537, …}
mqtt.js:15 6 1684347525116 {id: '6', acc_x: -23.7648468, acc_y: -9.797073364, acc_z: -0.797269166, rot_x: 0.059421133, …}
mqtt.js:15 5 1684347525135 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 5 1684347525169 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347525169 {id: '6', acc_x: -23.76963425, acc_y: -9.794678688, acc_z: -0.811634362, rot_x: 0.05595712, …}
mqtt.js:15 4 1684347525204 {id: '4', acc_x: 35.85795975, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.126569673, …}
mqtt.js:15 6 1684347525225 {id: '6', acc_x: -23.77202797, acc_y: -9.797073364, acc_z: -0.794874966, rot_x: 0.053292494, …}
mqtt.js:15 4 1684347525259 {id: '4', acc_x: 36.23145294, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.125237361, …}
mqtt.js:15 6 1684347525281 {id: '6', acc_x: -23.77681732, acc_y: -9.797073364, acc_z: -0.802057564, rot_x: 0.053026035, …}
mqtt.js:15 4 1684347525322 {id: '4', acc_x: 36.31764603, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.126036748, …}
mqtt.js:15 6 1684347525341 {id: '6', acc_x: -23.75527, acc_y: -9.794678688, acc_z: -0.787692368, rot_x: 0.05595712, …}
mqtt.js:15 1 1684347525351 {id: '1', acc_x: 28.91716766, acc_y: -78.45320129, acc_z: 4.216189384, rot_x: 0.112447165, …}
mqtt.js:15 6 1684347525395 {id: '6', acc_x: -23.74808693, acc_y: -9.797073364, acc_z: -0.785298169, rot_x: 0.058621746, …}
mqtt.js:15 1 1684347525413 {id: '1', acc_x: 28.96744728, acc_y: -78.45320129, acc_z: 4.220977783, rot_x: 0.113513015, …}
mqtt.js:15 2 1684347525443 {id: '2', acc_x: 0.031124622, acc_y: 0.344765037, acc_z: 9.562441826, rot_x: -0.023182238, …}
mqtt.js:15 6 1684347525444 {id: '6', acc_x: -23.75287437, acc_y: -9.801861763, acc_z: -0.790086567, rot_x: 0.058621746, …}
mqtt.js:15 2 1684347525507 {id: '2', acc_x: 0.023942016, acc_y: 0.339976639, acc_z: 9.58638382, rot_x: -0.023182238, …}
mqtt.js:15 6 1684347525508 {id: '6', acc_x: -23.76245117, acc_y: -9.799467087, acc_z: -0.792480767, rot_x: 0.058621746, …}
mqtt.js:15 5 1684347525524 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347525556 {id: '6', acc_x: -23.76724052, acc_y: -9.794678688, acc_z: -0.804451764, rot_x: 0.058355279, …}
mqtt.js:15 5 1684347525584 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347525609 {id: '6', acc_x: -23.7648468, acc_y: -9.801861763, acc_z: -0.797269166, rot_x: 0.058355279, …}
mqtt.js:15 5 1684347525633 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347525668 {id: '6', acc_x: -23.7648468, acc_y: -9.806650162, acc_z: -0.797269166, rot_x: 0.058621746, …}
mqtt.js:15 4 1684347525669 {id: '4', acc_x: 36.08540726, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.125770286, …}
mqtt.js:15 6 1684347525724 {id: '6', acc_x: -23.76724052, acc_y: -9.799467087, acc_z: -0.802057564, rot_x: 0.058355279, …}
mqtt.js:15 4 1684347525724 {id: '4', acc_x: 35.98245621, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.126836136, …}
mqtt.js:15 1 1684347525752 {id: '1', acc_x: 28.95068741, acc_y: -78.45320129, acc_z: 4.228160381, rot_x: 0.113513015, …}
mqtt.js:15 6 1684347525775 {id: '6', acc_x: -23.75287437, acc_y: -9.806650162, acc_z: -0.797269166, rot_x: 0.05808882, …}
mqtt.js:15 1 1684347525813 {id: '1', acc_x: 28.93392754, acc_y: -78.45320129, acc_z: 4.218583584, rot_x: 0.114312403, …}
mqtt.js:15 6 1684347525847 {id: '6', acc_x: -23.7744236, acc_y: -9.801861763, acc_z: -0.790086567, rot_x: 0.059421133, …}
mqtt.js:15 2 1684347525865 {id: '2', acc_x: 0.02873042, acc_y: 0.344765037, acc_z: 9.569623947, rot_x: -0.03650536, …}
mqtt.js:15 6 1684347525886 {id: '6', acc_x: -23.77202797, acc_y: -9.792284966, acc_z: -0.797269166, rot_x: 0.060486984, …}
mqtt.js:15 2 1684347525923 {id: '2', acc_x: 0.035913024, acc_y: 0.337582439, acc_z: 9.564835548, rot_x: -0.024514547, …}
mqtt.js:15 6 1684347525940 {id: '6', acc_x: -23.75766373, acc_y: -9.794678688, acc_z: -0.792480767, rot_x: 0.061819296, …}
mqtt.js:15 5 1684347525970 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347525994 {id: '6', acc_x: -23.74808693, acc_y: -9.799467087, acc_z: -0.792480767, rot_x: 0.061552834, …}
mqtt.js:15 5 1684347526025 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347526054 {id: '6', acc_x: -23.75287437, acc_y: -9.799467087, acc_z: -0.790086567, rot_x: 0.059954058, …}
mqtt.js:15 4 1684347526069 {id: '4', acc_x: 36.39426041, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.126569673, …}
mqtt.js:15 6 1684347526104 {id: '6', acc_x: -23.76245117, acc_y: -9.794678688, acc_z: -0.782903969, rot_x: 0.057555895, …}
mqtt.js:15 4 1684347526125 {id: '4', acc_x: 37.15322113, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.127635539, …}
mqtt.js:15 1 1684347526157 {id: '1', acc_x: 28.96744728, acc_y: -78.45320129, acc_z: 4.223371983, rot_x: 0.115911178, …}
mqtt.js:15 6 1684347526160 {id: '6', acc_x: -23.76245117, acc_y: -9.787496567, acc_z: -0.790086567, rot_x: 0.057555895, …}
mqtt.js:15 1 1684347526208 {id: '1', acc_x: 28.96744728, acc_y: -78.45320129, acc_z: 4.218583584, rot_x: 0.113513015, …}
mqtt.js:15 6 1684347526215 {id: '6', acc_x: -23.75527, acc_y: -9.789890289, acc_z: -0.797269166, rot_x: 0.058621746, …}
mqtt.js:15 2 1684347526265 {id: '2', acc_x: 0.047884032, acc_y: 0.323217243, acc_z: 9.588777542, rot_x: -0.024781011, …}
mqtt.js:15 6 1684347526269 {id: '6', acc_x: -23.75048065, acc_y: -9.806650162, acc_z: -0.782903969, rot_x: 0.059421133, …}
mqtt.js:15 2 1684347526320 {id: '2', acc_x: 0.04309563, acc_y: 0.337582439, acc_z: 9.569623947, rot_x: -0.02797856, …}
mqtt.js:15 6 1684347526325 {id: '6', acc_x: -23.75048065, acc_y: -9.799467087, acc_z: -0.799663365, rot_x: 0.058888208, …}
