mqtt.js:7 {1: 0, 2: 1, 3: 2, 4: 3, 5: 4, 6: 5}
mqtt.js:15 6 1684347640647 {id: '6', acc_x: -23.75287437, acc_y: -9.799467087, acc_z: -0.785298169, rot_x: 0.068747319, …}
mqtt.js:15 1 1684347640659 {id: '1', acc_x: 28.95547485, acc_y: -78.45320129, acc_z: 4.218583584, rot_x: 0.084202148, …}
mqtt.js:15 6 1684347640697 {id: '6', acc_x: -23.75048065, acc_y: -9.799467087, acc_z: -0.785298169, rot_x: 0.07194487, …}
mqtt.js:15 1 1684347640702 {id: '1', acc_x: 28.969841, acc_y: -78.45320129, acc_z: 4.225766182, rot_x: 0.084735066, …}
mqtt.js:15 6 1684347640752 {id: '6', acc_x: -23.76005745, acc_y: -9.789890289, acc_z: -0.78050977, rot_x: 0.074343033, …}
mqtt.js:15 1 1684347640761 {id: '1', acc_x: 28.969841, acc_y: -78.45320129, acc_z: 4.230554581, rot_x: 0.085800916, …}
mqtt.js:15 6 1684347640808 {id: '6', acc_x: -23.76005745, acc_y: -9.792284966, acc_z: -0.790086567, rot_x: 0.074343033, …}
mqtt.js:15 1 1684347640814 {id: '1', acc_x: 28.9794178, acc_y: -78.45320129, acc_z: 4.230554581, rot_x: 0.085534461, …}
mqtt.js:15 6 1684347640863 {id: '6', acc_x: -23.75527, acc_y: -9.797073364, acc_z: -0.773327172, rot_x: 0.07194487, …}
mqtt.js:15 1 1684347640869 {id: '1', acc_x: 29.00096512, acc_y: -78.45320129, acc_z: 4.240131378, rot_x: 0.083669223, …}
mqtt.js:15 6 1684347640920 {id: '6', acc_x: -23.75527, acc_y: -9.794678688, acc_z: -0.787692368, rot_x: 0.06981317, …}
mqtt.js:15 1 1684347640927 {id: '1', acc_x: 28.94829369, acc_y: -78.45320129, acc_z: 4.220977783, rot_x: 0.085534461, …}
mqtt.js:15 4 1684347640958 {id: '4', acc_x: 35.36714935, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.126836136, …}
mqtt.js:15 6 1684347640997 {id: '6', acc_x: -23.75766373, acc_y: -9.799467087, acc_z: -0.778115571, rot_x: 0.067947932, …}
mqtt.js:15 4 1684347641020 {id: '4', acc_x: 34.62733841, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.126036748, …}
mqtt.js:15 6 1684347641028 {id: '6', acc_x: -23.75766373, acc_y: -9.789890289, acc_z: -0.778115571, rot_x: 0.068214394, …}
mqtt.js:15 4 1684347641074 {id: '4', acc_x: 34.68719482, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.125237361, …}
mqtt.js:15 6 1684347641094 {id: '6', acc_x: -23.75527, acc_y: -9.797073364, acc_z: -0.787692368, rot_x: 0.070079632, …}
mqtt.js:15 4 1684347641125 {id: '4', acc_x: 36.00879288, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.126036748, …}
mqtt.js:15 6 1684347641138 {id: '6', acc_x: -23.7648468, acc_y: -9.804255486, acc_z: -0.802057564, rot_x: 0.071411945, …}
mqtt.js:15 4 1684347641181 {id: '4', acc_x: 36.5211525, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.126303226, …}
mqtt.js:15 6 1684347641192 {id: '6', acc_x: -23.76724052, acc_y: -9.801861763, acc_z: -0.785298169, rot_x: 0.07087902, …}
mqtt.js:15 4 1684347641233 {id: '4', acc_x: 35.98006439, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.127635539, …}
mqtt.js:15 6 1684347641245 {id: '6', acc_x: -23.76005745, acc_y: -9.794678688, acc_z: -0.78050977, rot_x: 0.068747319, …}
mqtt.js:15 1 1684347641267 {id: '1', acc_x: 28.96265793, acc_y: -78.45320129, acc_z: 4.225766182, rot_x: 0.086333841, …}
mqtt.js:15 6 1684347641306 {id: '6', acc_x: -23.7744236, acc_y: -9.801861763, acc_z: -0.794874966, rot_x: 0.065549769, …}
mqtt.js:15 1 1684347641331 {id: '1', acc_x: 28.97462845, acc_y: -78.45320129, acc_z: 4.223371983, rot_x: 0.088732004, …}
mqtt.js:15 6 1684347641356 {id: '6', acc_x: -23.7648468, acc_y: -9.799467087, acc_z: -0.787692368, rot_x: 0.062352221, …}
mqtt.js:15 1 1684347641380 {id: '1', acc_x: 28.96265793, acc_y: -78.45320129, acc_z: 4.223371983, rot_x: 0.087133229, …}
mqtt.js:15 6 1684347641419 {id: '6', acc_x: -23.7744236, acc_y: -9.792284966, acc_z: -0.768538773, rot_x: 0.061019909, …}
mqtt.js:15 1 1684347641449 {id: '1', acc_x: 28.97223473, acc_y: -78.45320129, acc_z: 4.23294878, rot_x: 0.086866774, …}
mqtt.js:15 6 1684347641466 {id: '6', acc_x: -23.7744236, acc_y: -9.799467087, acc_z: -0.782903969, rot_x: 0.059687596, …}
mqtt.js:15 1 1684347641491 {id: '1', acc_x: 28.94350433, acc_y: -78.45320129, acc_z: 4.218583584, rot_x: 0.085267991, …}
mqtt.js:15 6 1684347641529 {id: '6', acc_x: -23.77921104, acc_y: -9.789890289, acc_z: -0.773327172, rot_x: 0.059954058, …}
mqtt.js:15 1 1684347641546 {id: '1', acc_x: 28.95068741, acc_y: -78.45320129, acc_z: 4.220977783, rot_x: 0.085001536, …}
mqtt.js:15 6 1684347641585 {id: '6', acc_x: -23.77681732, acc_y: -9.792284966, acc_z: -0.768538773, rot_x: 0.060486984, …}
mqtt.js:15 4 1684347641604 {id: '4', acc_x: 34.80450821, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.128434911, …}
mqtt.js:15 6 1684347641644 {id: '6', acc_x: -23.7744236, acc_y: -9.785101891, acc_z: -0.775721371, rot_x: 0.061019909, …}
mqtt.js:15 4 1684347641664 {id: '4', acc_x: 34.49087143, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.128701374, …}
mqtt.js:15 2 1684347641678 {id: '2', acc_x: 0.050278235, acc_y: 0.323217243, acc_z: 9.576807022, rot_x: -0.024514547, …}
mqtt.js:15 6 1684347641688 {id: '6', acc_x: -23.77202797, acc_y: -9.792284966, acc_z: -0.792480767, rot_x: 0.059954058, …}
mqtt.js:15 2 1684347641737 {id: '2', acc_x: 0.045489833, acc_y: 0.313640416, acc_z: 9.583989143, rot_x: -0.02797856, …}
mqtt.js:15 6 1684347641752 {id: '6', acc_x: -23.78878784, acc_y: -9.804255486, acc_z: -0.773327172, rot_x: 0.056223582, …}
mqtt.js:15 2 1684347641791 {id: '2', acc_x: 0.059855044, acc_y: 0.316034615, acc_z: 9.572018623, rot_x: -0.025846859, …}
mqtt.js:15 6 1684347641804 {id: '6', acc_x: -23.7744236, acc_y: -9.799467087, acc_z: -0.778115571, rot_x: 0.051693719, …}
mqtt.js:15 2 1684347641845 {id: '2', acc_x: 0.059855044, acc_y: 0.320823014, acc_z: 9.579200745, rot_x: -0.019984685, …}
mqtt.js:15 6 1684347641860 {id: '6', acc_x: -23.77681732, acc_y: -9.789890289, acc_z: -0.782903969, rot_x: 0.049828485, …}
mqtt.js:15 6 1684347641906 {id: '6', acc_x: -23.7744236, acc_y: -9.785101891, acc_z: -0.768538773, rot_x: 0.050361406, …}
mqtt.js:15 1 1684347641906 {id: '1', acc_x: 28.94829369, acc_y: -78.45320129, acc_z: 4.230554581, rot_x: 0.084735066, …}
mqtt.js:15 1 1684347641962 {id: '1', acc_x: 28.97223473, acc_y: -78.45320129, acc_z: 4.235342979, rot_x: 0.084202148, …}
mqtt.js:15 6 1684347641967 {id: '6', acc_x: -23.78160477, acc_y: -9.789890289, acc_z: -0.773327172, rot_x: 0.051693719, …}
mqtt.js:15 4 1684347642011 {id: '4', acc_x: 35.12772751, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.128434911, …}
mqtt.js:15 6 1684347642018 {id: '6', acc_x: -23.76245117, acc_y: -9.794678688, acc_z: -0.782903969, rot_x: 0.05249311, …}
mqtt.js:15 5 1684347642027 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347642073 {id: '6', acc_x: -23.76724052, acc_y: -9.797073364, acc_z: -0.792480767, rot_x: 0.051960181, …}
mqtt.js:15 5 1684347642082 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347642125 {id: '6', acc_x: -23.76724052, acc_y: -9.801861763, acc_z: -0.785298169, rot_x: 0.049562022, …}
mqtt.js:15 5 1684347642136 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347642181 {id: '6', acc_x: -23.75527, acc_y: -9.801861763, acc_z: -0.782903969, rot_x: 0.046364475, …}
mqtt.js:15 2 1684347642194 {id: '2', acc_x: 0.069431849, acc_y: 0.308852017, acc_z: 9.58638382, rot_x: -0.026379786, …}
mqtt.js:15 6 1684347642255 {id: '6', acc_x: -23.76005745, acc_y: -9.809044838, acc_z: -0.782903969, rot_x: 0.044232771, …}
mqtt.js:15 2 1684347642255 {id: '2', acc_x: 0.055066638, acc_y: 0.311246216, acc_z: 9.583989143, rot_x: -0.029310873, …}
mqtt.js:15 6 1684347642298 {id: '6', acc_x: -23.76245117, acc_y: -9.804255486, acc_z: -0.773327172, rot_x: 0.041568145, …}
mqtt.js:15 1 1684347642309 {id: '1', acc_x: 28.99378204, acc_y: -78.45320129, acc_z: 4.223371983, rot_x: 0.08233691, …}
mqtt.js:15 6 1684347642345 {id: '6', acc_x: -23.75287437, acc_y: -9.801861763, acc_z: -0.794874966, rot_x: 0.04103522, …}
mqtt.js:15 4 1684347642353 {id: '4', acc_x: 35.69515228, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.126036748, …}
mqtt.js:15 6 1684347642415 {id: '6', acc_x: -23.74808693, acc_y: -9.799467087, acc_z: -0.785298169, rot_x: 0.042633995, …}
mqtt.js:15 4 1684347642415 {id: '4', acc_x: 35.65924072, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.126303226, …}
mqtt.js:15 6 1684347642460 {id: '6', acc_x: -23.75048065, acc_y: -9.789890289, acc_z: -0.785298169, rot_x: 0.044499233, …}
mqtt.js:15 4 1684347642464 {id: '4', acc_x: 35.47488785, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.126303226, …}
mqtt.js:15 5 1684347642482 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347642511 {id: '6', acc_x: -23.74569321, acc_y: -9.801861763, acc_z: -0.804451764, rot_x: 0.044765696, …}
mqtt.js:15 5 1684347642533 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347642570 {id: '6', acc_x: -23.75287437, acc_y: -9.801861763, acc_z: -0.794874966, rot_x: 0.043699846, …}
mqtt.js:15 2 1684347642598 {id: '2', acc_x: 0.055066638, acc_y: 0.318428814, acc_z: 9.579200745, rot_x: -0.02797856, …}
mqtt.js:15 6 1684347642622 {id: '6', acc_x: -23.74808693, acc_y: -9.804255486, acc_z: -0.790086567, rot_x: 0.040502299, …}
mqtt.js:15 1 1684347642652 {id: '1', acc_x: 28.99617767, acc_y: -78.45320129, acc_z: 4.218583584, rot_x: 0.083669223, …}
mqtt.js:15 6 1684347642675 {id: '6', acc_x: -23.74329758, acc_y: -9.792284966, acc_z: -0.802057564, rot_x: 0.038104136, …}
mqtt.js:15 1 1684347642714 {id: '1', acc_x: 28.97462845, acc_y: -78.45320129, acc_z: 4.228160381, rot_x: 0.085001536, …}
mqtt.js:15 6 1684347642731 {id: '6', acc_x: -23.75048065, acc_y: -9.789890289, acc_z: -0.792480767, rot_x: 0.037837673, …}
mqtt.js:15 1 1684347642771 {id: '1', acc_x: 28.96744728, acc_y: -78.45320129, acc_z: 4.228160381, rot_x: 0.085800916, …}
mqtt.js:15 6 1684347642792 {id: '6', acc_x: -23.74569321, acc_y: -9.794678688, acc_z: -0.78050977, rot_x: 0.03996937, …}
mqtt.js:15 4 1684347642818 {id: '4', acc_x: 35.99921799, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.124171518, …}
mqtt.js:15 6 1684347642846 {id: '6', acc_x: -23.73851013, acc_y: -9.799467087, acc_z: -0.773327172, rot_x: 0.042367533, …}
mqtt.js:15 4 1684347642901 {id: '4', acc_x: 35.88668823, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.123905048, …}
mqtt.js:15 6 1684347643001 {id: '6', acc_x: -23.74808693, acc_y: -9.797073364, acc_z: -0.787692368, rot_x: 0.044765696, …}
mqtt.js:15 6 1684347643098 {id: '6', acc_x: -23.75287437, acc_y: -9.797073364, acc_z: -0.787692368, rot_x: 0.045565084, …}
mqtt.js:15 6 1684347643098 {id: '6', acc_x: -23.75766373, acc_y: -9.789890289, acc_z: -0.778115571, rot_x: 0.045032158, …}
mqtt.js:15 6 1684347643503 {id: '6', acc_x: -23.75527, acc_y: -9.789890289, acc_z: -0.775721371, rot_x: 0.045298621, …}
mqtt.js:15 6 1684347643504 {id: '6', acc_x: -23.75527, acc_y: -9.789890289, acc_z: -0.782903969, rot_x: 0.045831546, …}
mqtt.js:15 6 1684347643504 {id: '6', acc_x: -23.76963425, acc_y: -9.794678688, acc_z: -0.782903969, rot_x: 0.046897396, …}
mqtt.js:15 6 1684347643504 {id: '6', acc_x: -23.76245117, acc_y: -9.797073364, acc_z: -0.782903969, rot_x: 0.049029093, …}
mqtt.js:15 6 1684347643505 {id: '6', acc_x: -23.76005745, acc_y: -9.794678688, acc_z: -0.794874966, rot_x: 0.05249311, …}
mqtt.js:15 6 1684347643505 {id: '6', acc_x: -23.76005745, acc_y: -9.794678688, acc_z: -0.785298169, rot_x: 0.056490045, …}
mqtt.js:15 6 1684347643676 {id: '6', acc_x: -23.7744236, acc_y: -9.794678688, acc_z: -0.790086567, rot_x: 0.059421133, …}
mqtt.js:15 6 1684347643676 {id: '6', acc_x: -23.76245117, acc_y: -9.804255486, acc_z: -0.782903969, rot_x: 0.061286367, …}
mqtt.js:15 6 1684347643676 {id: '6', acc_x: -23.76963425, acc_y: -9.794678688, acc_z: -0.790086567, rot_x: 0.062085759, …}
mqtt.js:15 6 1684347643676 {id: '6', acc_x: -23.76963425, acc_y: -9.801861763, acc_z: -0.790086567, rot_x: 0.061819296, …}
mqtt.js:15 2 1684347643677 {id: '2', acc_x: 0.035913024, acc_y: 0.318428814, acc_z: 9.581595421, rot_x: -0.028777948, …}
mqtt.js:15 2 1684347643678 {id: '2', acc_x: 0.04070143, acc_y: 0.311246216, acc_z: 9.588777542, rot_x: -0.026646247, …}
mqtt.js:15 2 1684347643678 {id: '2', acc_x: 0.033518825, acc_y: 0.308852017, acc_z: 9.583989143, rot_x: -0.028511487, …}
mqtt.js:15 2 1684347643678 {id: '2', acc_x: 0.035913024, acc_y: 0.311246216, acc_z: 9.583989143, rot_x: -0.032241959, …}
mqtt.js:15 6 1684347643678 {id: '6', acc_x: -23.76005745, acc_y: -9.799467087, acc_z: -0.785298169, rot_x: 0.063418068, …}
mqtt.js:15 6 1684347643678 {id: '6', acc_x: -23.76724052, acc_y: -9.792284966, acc_z: -0.775721371, rot_x: 0.066349156, …}
mqtt.js:15 2 1684347643679 {id: '2', acc_x: 0.038307227, acc_y: 0.316034615, acc_z: 9.576807022, rot_x: -0.031709034, …}
mqtt.js:15 2 1684347643679 {id: '2', acc_x: 0.038307227, acc_y: 0.323217243, acc_z: 9.569623947, rot_x: -0.02691271, …}
mqtt.js:15 2 1684347643688 {id: '2', acc_x: 0.02873042, acc_y: 0.311246216, acc_z: 9.562441826, rot_x: -0.023182238, …}
mqtt.js:15 6 1684347643852 {id: '6', acc_x: -23.76963425, acc_y: -9.792284966, acc_z: -0.782903969, rot_x: 0.070079632, …}
mqtt.js:15 2 1684347643853 {id: '2', acc_x: 0.026336219, acc_y: 0.306457818, acc_z: 9.591172218, rot_x: -0.025047474, …}
mqtt.js:15 6 1684347644046 {id: '6', acc_x: -23.76724052, acc_y: -9.794678688, acc_z: -0.799663365, rot_x: 0.071678407, …}
mqtt.js:15 6 1684347644046 {id: '6', acc_x: -23.7648468, acc_y: -9.794678688, acc_z: -0.790086567, rot_x: 0.073277183, …}
mqtt.js:15 6 1684347644047 {id: '6', acc_x: -23.77202797, acc_y: -9.797073364, acc_z: -0.790086567, rot_x: 0.074076563, …}
mqtt.js:15 6 1684347644047 {id: '6', acc_x: -23.77681732, acc_y: -9.792284966, acc_z: -0.78050977, rot_x: 0.074343033, …}
mqtt.js:15 2 1684347644066 {id: '2', acc_x: 0.04070143, acc_y: 0.308852017, acc_z: 9.588777542, rot_x: -0.029577335, …}
mqtt.js:15 2 1684347644067 {id: '2', acc_x: 0.031124622, acc_y: 0.316034615, acc_z: 9.576807022, rot_x: -0.03011026, …}
mqtt.js:15 2 1684347644067 {id: '2', acc_x: 0.023942016, acc_y: 0.301669419, acc_z: 9.588777542, rot_x: -0.025580399, …}
mqtt.js:15 2 1684347644067 {id: '2', acc_x: 0.023942016, acc_y: 0.306457818, acc_z: 9.58638382, rot_x: -0.023182238, …}
mqtt.js:15 5 1684347644080 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 5 1684347644228 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347644409 {id: '6', acc_x: -23.77681732, acc_y: -9.794678688, acc_z: -0.794874966, rot_x: 0.07274425, …}
mqtt.js:15 5 1684347644409 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347644409 {id: '6', acc_x: -23.76963425, acc_y: -9.794678688, acc_z: -0.778115571, rot_x: 0.07194487, …}
mqtt.js:15 6 1684347644410 {id: '6', acc_x: -23.77681732, acc_y: -9.792284966, acc_z: -0.81642276, rot_x: 0.071145482, …}
mqtt.js:15 6 1684347644410 {id: '6', acc_x: -23.7648468, acc_y: -9.799467087, acc_z: -0.797269166, rot_x: 0.072211333, …}
mqtt.js:15 6 1684347644410 {id: '6', acc_x: -23.77681732, acc_y: -9.799467087, acc_z: -0.792480767, rot_x: 0.073277183, …}
mqtt.js:15 6 1684347644410 {id: '6', acc_x: -23.7744236, acc_y: -9.797073364, acc_z: -0.797269166, rot_x: 0.07301072, …}
mqtt.js:15 5 1684347644410 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 5 1684347644607 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 5 1684347644608 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 5 1684347644608 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347644609 {id: '6', acc_x: -23.76963425, acc_y: -9.794678688, acc_z: -0.787692368, rot_x: 0.071145482, …}
mqtt.js:15 6 1684347644609 {id: '6', acc_x: -23.77202797, acc_y: -9.801861763, acc_z: -0.787692368, rot_x: 0.068214394, …}
mqtt.js:15 6 1684347644609 {id: '6', acc_x: -23.77202797, acc_y: -9.804255486, acc_z: -0.794874966, rot_x: 0.064750381, …}
mqtt.js:15 6 1684347644609 {id: '6', acc_x: -23.76245117, acc_y: -9.794678688, acc_z: -0.792480767, rot_x: 0.062085759, …}
mqtt.js:15 6 1684347644609 {id: '6', acc_x: -23.75766373, acc_y: -9.794678688, acc_z: -0.797269166, rot_x: 0.060753446, …}
mqtt.js:15 6 1684347644609 {id: '6', acc_x: -23.77921104, acc_y: -9.792284966, acc_z: -0.778115571, rot_x: 0.060220521, …}
mqtt.js:15 5 1684347644609 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 5 1684347644610 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 5 1684347644610 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 3 1684347644770 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347644770 {id: '6', acc_x: -23.75527, acc_y: -9.797073364, acc_z: -0.78050977, rot_x: 0.058621746, …}
mqtt.js:15 3 1684347644920 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 3 1684347644921 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 3 1684347644921 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 3 1684347644921 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347644921 {id: '6', acc_x: -23.75048065, acc_y: -9.797073364, acc_z: -0.792480767, rot_x: 0.057555895, …}
mqtt.js:15 3 1684347644922 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347644922 {id: '6', acc_x: -23.77202797, acc_y: -9.794678688, acc_z: -0.785298169, rot_x: 0.054624807, …}
mqtt.js:15 6 1684347644922 {id: '6', acc_x: -23.77202797, acc_y: -9.809044838, acc_z: -0.787692368, rot_x: 0.052759573, …}
mqtt.js:15 6 1684347644923 {id: '6', acc_x: -23.76724052, acc_y: -9.801861763, acc_z: -0.78050977, rot_x: 0.050361406, …}
mqtt.js:15 6 1684347644923 {id: '6', acc_x: -23.7648468, acc_y: -9.797073364, acc_z: -0.785298169, rot_x: 0.048229709, …}
mqtt.js:15 3 1684347644967 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347644968 {id: '6', acc_x: -23.75766373, acc_y: -9.794678688, acc_z: -0.782903969, rot_x: 0.046364475, …}
mqtt.js:15 3 1684347645304 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 3 1684347645304 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347645305 {id: '6', acc_x: -23.76963425, acc_y: -9.804255486, acc_z: -0.790086567, rot_x: 0.045032158, …}
mqtt.js:15 6 1684347645305 {id: '6', acc_x: -23.77202797, acc_y: -9.797073364, acc_z: -0.787692368, rot_x: 0.045032158, …}
mqtt.js:15 3 1684347645305 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347645305 {id: '6', acc_x: -23.76245117, acc_y: -9.794678688, acc_z: -0.794874966, rot_x: 0.045298621, …}
mqtt.js:15 6 1684347645305 {id: '6', acc_x: -23.76245117, acc_y: -9.799467087, acc_z: -0.790086567, rot_x: 0.045298621, …}
mqtt.js:15 3 1684347645305 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347645505 {id: '6', acc_x: -23.76963425, acc_y: -9.804255486, acc_z: -0.802057564, rot_x: 0.043699846, …}
mqtt.js:15 6 1684347645507 {id: '6', acc_x: -23.76724052, acc_y: -9.809044838, acc_z: -0.787692368, rot_x: 0.041834611, …}
mqtt.js:15 6 1684347645507 {id: '6', acc_x: -23.76245117, acc_y: -9.794678688, acc_z: -0.790086567, rot_x: 0.040235836, …}
mqtt.js:15 6 1684347645508 {id: '6', acc_x: -23.76245117, acc_y: -9.794678688, acc_z: -0.78050977, rot_x: 0.040235836, …}
mqtt.js:15 6 1684347645508 {id: '6', acc_x: -23.76245117, acc_y: -9.789890289, acc_z: -0.787692368, rot_x: 0.041568145, …}
mqtt.js:15 6 1684347645508 {id: '6', acc_x: -23.7648468, acc_y: -9.792284966, acc_z: -0.778115571, rot_x: 0.042900458, …}
mqtt.js:15 2 1684347645510 {id: '2', acc_x: 0.062249243, acc_y: 0.316034615, acc_z: 9.58638382, rot_x: -0.024248086, …}
mqtt.js:15 6 1684347645545 {id: '6', acc_x: -23.75048065, acc_y: -9.792284966, acc_z: -0.792480767, rot_x: 0.043433387, …}
mqtt.js:15 2 1684347645565 {id: '2', acc_x: 0.052672438, acc_y: 0.318428814, acc_z: 9.579200745, rot_x: -0.027712099, …}
mqtt.js:15 6 1684347645604 {id: '6', acc_x: -23.75048065, acc_y: -9.806650162, acc_z: -0.792480767, rot_x: 0.043433387, …}
mqtt.js:15 2 1684347645620 {id: '2', acc_x: 0.052672438, acc_y: 0.313640416, acc_z: 9.574412346, rot_x: -0.029310873, …}
mqtt.js:15 6 1684347645656 {id: '6', acc_x: -23.74569321, acc_y: -9.797073364, acc_z: -0.790086567, rot_x: 0.043699846, …}
mqtt.js:15 2 1684347645675 {id: '2', acc_x: 0.057460841, acc_y: 0.311246216, acc_z: 9.555258751, rot_x: -0.02691271, …}
mqtt.js:15 6 1684347645712 {id: '6', acc_x: -23.74329758, acc_y: -9.792284966, acc_z: -0.794874966, rot_x: 0.043166921, …}
mqtt.js:15 2 1684347645739 {id: '2', acc_x: 0.047884032, acc_y: 0.320823014, acc_z: 9.572018623, rot_x: -0.024514547, …}
mqtt.js:15 6 1684347645785 {id: '6', acc_x: -23.75527, acc_y: -9.792284966, acc_z: -0.792480767, rot_x: 0.042900458, …}
mqtt.js:15 2 1684347645788 {id: '2', acc_x: 0.045489833, acc_y: 0.318428814, acc_z: 9.581595421, rot_x: -0.023981623, …}
mqtt.js:15 3 1684347645801 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347645828 {id: '6', acc_x: -23.74808693, acc_y: -9.794678688, acc_z: -0.78050977, rot_x: 0.043433387, …}
mqtt.js:15 3 1684347645859 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347645877 {id: '6', acc_x: -23.75048065, acc_y: -9.794678688, acc_z: -0.790086567, rot_x: 0.044499233, …}
mqtt.js:15 3 1684347645913 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347645934 {id: '6', acc_x: -23.74329758, acc_y: -9.799467087, acc_z: -0.797269166, rot_x: 0.046630934, …}
mqtt.js:15 3 1684347645970 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347645993 {id: '6', acc_x: -23.73611641, acc_y: -9.801861763, acc_z: -0.799663365, rot_x: 0.049029093, …}
mqtt.js:15 3 1684347646021 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347646044 {id: '6', acc_x: -23.74808693, acc_y: -9.801861763, acc_z: -0.802057564, rot_x: 0.050094947, …}
mqtt.js:15 3 1684347646076 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347646102 {id: '6', acc_x: -23.74569321, acc_y: -9.794678688, acc_z: -0.778115571, rot_x: 0.049828485, …}
mqtt.js:15 2 1684347646143 {id: '2', acc_x: 0.035913024, acc_y: 0.325611442, acc_z: 9.572018623, rot_x: -0.030909648, …}
mqtt.js:15 6 1684347646155 {id: '6', acc_x: -23.74808693, acc_y: -9.804255486, acc_z: -0.782903969, rot_x: 0.049295556, …}
mqtt.js:15 2 1684347646216 {id: '2', acc_x: 0.033518825, acc_y: 0.325611442, acc_z: 9.579200745, rot_x: -0.028245023, …}
mqtt.js:15 6 1684347646218 {id: '6', acc_x: -23.74808693, acc_y: -9.809044838, acc_z: -0.782903969, rot_x: 0.049562022, …}
mqtt.js:15 2 1684347646255 {id: '2', acc_x: 0.02873042, acc_y: 0.316034615, acc_z: 9.569623947, rot_x: -0.025047474, …}
