mqtt.js:7 {1: 0, 2: 1, 3: 2, 4: 3, 5: 4, 6: 5}
mqtt.js:15 6 1684347623197 {id: '6', acc_x: -23.77202797, acc_y: -9.792284966, acc_z: -0.814028561, rot_x: 0.056756508, …}
mqtt.js:15 5 1684347623202 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347623253 {id: '6', acc_x: -23.76963425, acc_y: -9.804255486, acc_z: -0.814028561, rot_x: 0.05249311, …}
mqtt.js:15 5 1684347623269 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 3 1684347623300 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347623307 {id: '6', acc_x: -23.76245117, acc_y: -9.797073364, acc_z: -0.809240162, rot_x: 0.050094947, …}
mqtt.js:15 2 1684347623355 {id: '2', acc_x: 0.038307227, acc_y: 0.316034615, acc_z: 9.572018623, rot_x: -0.021050537, …}
mqtt.js:15 6 1684347623362 {id: '6', acc_x: -23.7648468, acc_y: -9.792284966, acc_z: -0.821211159, rot_x: 0.050627869, …}
mqtt.js:15 4 1684347623397 {id: '4', acc_x: 34.97928619, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.128168449, …}
mqtt.js:15 6 1684347623418 {id: '6', acc_x: -23.76245117, acc_y: -9.794678688, acc_z: -0.811634362, rot_x: 0.053292494, …}
mqtt.js:15 1 1684347623427 {id: '1', acc_x: 28.9794178, acc_y: -78.45320129, acc_z: 4.230554581, rot_x: 0.083935678, …}
mqtt.js:15 6 1684347623485 {id: '6', acc_x: -23.75766373, acc_y: -9.794678688, acc_z: -0.802057564, rot_x: 0.054358348, …}
mqtt.js:15 1 1684347623486 {id: '1', acc_x: 28.98660088, acc_y: -78.45320129, acc_z: 4.225766182, rot_x: 0.086866774, …}
mqtt.js:15 6 1684347623527 {id: '6', acc_x: -23.76724052, acc_y: -9.804255486, acc_z: -0.792480767, rot_x: 0.05249311, …}
mqtt.js:15 1 1684347623539 {id: '1', acc_x: 28.99617767, acc_y: -78.45320129, acc_z: 4.228160381, rot_x: 0.084202148, …}
mqtt.js:15 6 1684347623582 {id: '6', acc_x: -23.7648468, acc_y: -9.794678688, acc_z: -0.806845963, rot_x: 0.049562022, …}
mqtt.js:15 5 1684347623602 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347623641 {id: '6', acc_x: -23.77202797, acc_y: -9.789890289, acc_z: -0.806845963, rot_x: 0.048229709, …}
mqtt.js:15 3 1684347623644 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347623692 {id: '6', acc_x: -23.76963425, acc_y: -9.792284966, acc_z: -0.809240162, rot_x: 0.048762634, …}
mqtt.js:15 2 1684347623693 {id: '2', acc_x: 0.033518825, acc_y: 0.311246216, acc_z: 9.581595421, rot_x: -0.022382848, …}
mqtt.js:15 4 1684347623744 {id: '4', acc_x: 34.80211639, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.127635539, …}
mqtt.js:15 6 1684347623747 {id: '6', acc_x: -23.76963425, acc_y: -9.792284966, acc_z: -0.804451764, rot_x: 0.051960181, …}
mqtt.js:15 4 1684347623795 {id: '4', acc_x: 34.74225998, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.128434911, …}
mqtt.js:15 6 1684347623802 {id: '6', acc_x: -23.77681732, acc_y: -9.797073364, acc_z: -0.814028561, rot_x: 0.051960181, …}
mqtt.js:15 4 1684347623850 {id: '4', acc_x: 34.04315567, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.127369061, …}
mqtt.js:15 6 1684347623857 {id: '6', acc_x: -23.7648468, acc_y: -9.797073364, acc_z: -0.811634362, rot_x: 0.050894335, …}
mqtt.js:15 1 1684347623884 {id: '1', acc_x: 28.9794178, acc_y: -78.45320129, acc_z: 4.223371983, rot_x: 0.082603365, …}
mqtt.js:15 6 1684347623912 {id: '6', acc_x: -23.76963425, acc_y: -9.792284966, acc_z: -0.806845963, rot_x: 0.049295556, …}
mqtt.js:15 1 1684347623936 {id: '1', acc_x: 28.97462845, acc_y: -78.45320129, acc_z: 4.228160381, rot_x: 0.082869835, …}
mqtt.js:15 5 1684347623948 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347623967 {id: '6', acc_x: -23.76724052, acc_y: -9.794678688, acc_z: -0.81642276, rot_x: 0.048496172, …}
mqtt.js:15 3 1684347623990 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347624022 {id: '6', acc_x: -23.76245117, acc_y: -9.797073364, acc_z: -0.809240162, rot_x: 0.050094947, …}
mqtt.js:15 2 1684347624035 {id: '2', acc_x: 0.04309563, acc_y: 0.316034615, acc_z: 9.581595421, rot_x: -0.026646247, …}
mqtt.js:15 6 1684347624077 {id: '6', acc_x: -23.76724052, acc_y: -9.787496567, acc_z: -0.806845963, rot_x: 0.051693719, …}
mqtt.js:15 2 1684347624095 {id: '2', acc_x: 0.04309563, acc_y: 0.320823014, acc_z: 9.593565941, rot_x: -0.02691271, …}
mqtt.js:15 6 1684347624134 {id: '6', acc_x: -23.7648468, acc_y: -9.794678688, acc_z: -0.794874966, rot_x: 0.052226644, …}
mqtt.js:15 2 1684347624144 {id: '2', acc_x: 0.052672438, acc_y: 0.316034615, acc_z: 9.581595421, rot_x: -0.024514547, …}
mqtt.js:15 6 1684347624189 {id: '6', acc_x: -23.76724052, acc_y: -9.799467087, acc_z: -0.814028561, rot_x: 0.053026035, …}
mqtt.js:15 4 1684347624198 {id: '4', acc_x: 34.68479919, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.125503823, …}
mqtt.js:15 6 1684347624242 {id: '6', acc_x: -23.76245117, acc_y: -9.799467087, acc_z: -0.811634362, rot_x: 0.053292494, …}
mqtt.js:15 4 1684347624251 {id: '4', acc_x: 35.36235809, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.125503823, …}
mqtt.js:15 1 1684347624281 {id: '1', acc_x: 28.99617767, acc_y: -78.45320129, acc_z: 4.235342979, rot_x: 0.082603365, …}
mqtt.js:15 6 1684347624298 {id: '6', acc_x: -23.7648468, acc_y: -9.789890289, acc_z: -0.802057564, rot_x: 0.053292494, …}
mqtt.js:15 5 1684347624298 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 3 1684347624332 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347624357 {id: '6', acc_x: -23.76005745, acc_y: -9.794678688, acc_z: -0.821211159, rot_x: 0.05249311, …}
mqtt.js:15 3 1684347624387 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347624407 {id: '6', acc_x: -23.75766373, acc_y: -9.797073364, acc_z: -0.81881696, rot_x: 0.05249311, …}
mqtt.js:15 3 1684347624456 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347624462 {id: '6', acc_x: -23.76963425, acc_y: -9.797073364, acc_z: -0.809240162, rot_x: 0.054624807, …}
mqtt.js:15 1 1684347626958 {id: '1', acc_x: 28.72084427, acc_y: -78.45320129, acc_z: 4.187458992, rot_x: -0.017852986, …}
mqtt.js:15 1 1684347627015 {id: '1', acc_x: 28.90519714, acc_y: -78.45320129, acc_z: 4.225766182, rot_x: 0.010924961, …}
mqtt.js:15 1 1684347627070 {id: '1', acc_x: 28.94111061, acc_y: -78.45320129, acc_z: 4.228160381, rot_x: 0.036238898, …}
mqtt.js:15 1 1684347627127 {id: '1', acc_x: 28.93392754, acc_y: -78.45320129, acc_z: 4.223371983, rot_x: 0.056490045, …}
mqtt.js:15 1 1684347627205 {id: '1', acc_x: 28.95787048, acc_y: -78.45320129, acc_z: 4.23294878, rot_x: 0.065816231, …}
mqtt.js:15 4 1684347627219 {id: '4', acc_x: 36.66719818, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.125770286, …}
mqtt.js:15 3 1684347627254 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 3 1684347627307 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 2 1684347627331 {id: '2', acc_x: 0.062249243, acc_y: 0.308852017, acc_z: 9.339780807, rot_x: -0.02904441, …}
mqtt.js:15 2 1684347627383 {id: '2', acc_x: 0.071826048, acc_y: 0.318428814, acc_z: 9.540893555, rot_x: -0.027179174, …}
mqtt.js:15 1 1684347636011 {id: '1', acc_x: 28.35213661, acc_y: -78.45320129, acc_z: 4.13239193, rot_x: -0.034107197, …}
mqtt.js:15 2 1684347636077 {id: '2', acc_x: 0.064643443, acc_y: 0.320823014, acc_z: 9.564835548, rot_x: -0.022382848, …}
mqtt.js:15 2 1684347636131 {id: '2', acc_x: 0.064643443, acc_y: 0.313640416, acc_z: 9.572018623, rot_x: -0.021316998, …}
mqtt.js:15 2 1684347636191 {id: '2', acc_x: 0.081402861, acc_y: 0.311246216, acc_z: 9.591172218, rot_x: -0.022382848, …}
mqtt.js:15 2 1684347636236 {id: '2', acc_x: 0.074220255, acc_y: 0.316034615, acc_z: 9.583989143, rot_x: -0.026113322, …}
mqtt.js:15 2 1684347636290 {id: '2', acc_x: 0.067037649, acc_y: 0.318428814, acc_z: 9.569623947, rot_x: -0.025313934, …}
mqtt.js:15 1 1684347636359 {id: '1', acc_x: 28.94589806, acc_y: -78.45320129, acc_z: 4.218583584, rot_x: 0.077540584, …}
mqtt.js:15 3 1684347636375 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 3 1684347636429 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 3 1684347636484 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 3 1684347636540 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 3 1684347636598 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 4 1684347636651 {id: '4', acc_x: 35.2833519, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.127369061, …}
mqtt.js:15 1 1684347636714 {id: '1', acc_x: 28.94350433, acc_y: -78.45320129, acc_z: 4.235342979, rot_x: 0.084202148, …}
mqtt.js:15 1 1684347636767 {id: '1', acc_x: 28.94350433, acc_y: -78.45320129, acc_z: 4.218583584, rot_x: 0.082869835, …}
mqtt.js:15 1 1684347636822 {id: '1', acc_x: 28.92913818, acc_y: -78.45320129, acc_z: 4.206612587, rot_x: 0.083935678, …}
mqtt.js:15 1 1684347636881 {id: '1', acc_x: 28.93871689, acc_y: -78.45320129, acc_z: 4.218583584, rot_x: 0.082869835, …}
mqtt.js:15 3 1684347636941 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 4 1684347637002 {id: '4', acc_x: 35.64966202, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.124970905, …}
mqtt.js:15 4 1684347637062 {id: '4', acc_x: 36.02555466, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.124171518, …}
mqtt.js:15 4 1684347637110 {id: '4', acc_x: 35.40066528, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.124437973, …}
mqtt.js:15 4 1684347637168 {id: '4', acc_x: 34.22032547, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.12337213, …}
mqtt.js:15 1 1684347637232 {id: '1', acc_x: 28.969841, acc_y: -78.45320129, acc_z: 4.218583584, rot_x: 0.082603365, …}
mqtt.js:15 3 1684347637290 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 3 1684347637349 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 3 1684347637404 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 3 1684347637456 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 4 1684347637528 {id: '4', acc_x: 34.89070129, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.123905048, …}
mqtt.js:15 4 1684347637596 {id: '4', acc_x: 34.9697113, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.124437973, …}
mqtt.js:15 4 1684347637638 {id: '4', acc_x: 35.48446274, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.124704443, …}
mqtt.js:15 4 1684347637694 {id: '4', acc_x: 34.71831894, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.125770286, …}
mqtt.js:15 4 1684347637752 {id: '4', acc_x: 35.31686783, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.125237361, …}
mqtt.js:15 3 1684347637803 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 3 1684347637858 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 3 1684347637911 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 3 1684347637968 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 3 1684347638027 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 3 1684347638078 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 4 1684347638105 {id: '4', acc_x: 34.66325378, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.130033687, …}
mqtt.js:15 1 1684347638123 {id: '1', acc_x: 28.95547485, acc_y: -78.45320129, acc_z: 4.218583584, rot_x: 0.082869835, …}
mqtt.js:15 6 1684347638166 {id: '6', acc_x: -23.33149529, acc_y: -9.607931137, acc_z: -0.773327172, rot_x: 0.07274425, …}
mqtt.js:15 1 1684347638172 {id: '1', acc_x: 28.969841, acc_y: -78.45320129, acc_z: 4.218583584, rot_x: 0.08313629, …}
mqtt.js:15 6 1684347638223 {id: '6', acc_x: -23.69301987, acc_y: -9.768342972, acc_z: -0.778115571, rot_x: 0.06981317, …}
mqtt.js:15 1 1684347638227 {id: '1', acc_x: 28.99138832, acc_y: -78.45320129, acc_z: 4.220977783, rot_x: 0.08207044, …}
mqtt.js:15 6 1684347638279 {id: '6', acc_x: -23.76005745, acc_y: -9.787496567, acc_z: -0.785298169, rot_x: 0.065816231, …}
mqtt.js:15 1 1684347638290 {id: '1', acc_x: 28.94589806, acc_y: -78.45320129, acc_z: 4.220977783, rot_x: 0.08207044, …}
mqtt.js:15 6 1684347638335 {id: '6', acc_x: -23.77681732, acc_y: -9.797073364, acc_z: -0.785298169, rot_x: 0.062885143, …}
mqtt.js:15 1 1684347638340 {id: '1', acc_x: 28.97702408, acc_y: -78.45320129, acc_z: 4.211400986, rot_x: 0.082869835, …}
mqtt.js:15 6 1684347638393 {id: '6', acc_x: -23.78160477, acc_y: -9.785101891, acc_z: -0.768538773, rot_x: 0.063151613, …}
mqtt.js:15 1 1684347638395 {id: '1', acc_x: 28.95308113, acc_y: -78.45320129, acc_z: 4.223371983, rot_x: 0.083935678, …}
mqtt.js:15 6 1684347638442 {id: '6', acc_x: -23.77681732, acc_y: -9.782708168, acc_z: -0.770932972, rot_x: 0.065283306, …}
mqtt.js:15 4 1684347638452 {id: '4', acc_x: 34.28496933, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.130566612, …}
mqtt.js:15 6 1684347638496 {id: '6', acc_x: -23.78160477, acc_y: -9.785101891, acc_z: -0.768538773, rot_x: 0.066882081, …}
mqtt.js:15 4 1684347638507 {id: '4', acc_x: 34.98407364, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.129500762, …}
mqtt.js:15 6 1684347638554 {id: '6', acc_x: -23.77681732, acc_y: -9.792284966, acc_z: -0.773327172, rot_x: 0.066349156, …}
mqtt.js:15 4 1684347638568 {id: '4', acc_x: 33.85879898, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.129767224, …}
mqtt.js:15 6 1684347638608 {id: '6', acc_x: -23.78160477, acc_y: -9.794678688, acc_z: -0.78050977, rot_x: 0.064750381, …}
mqtt.js:15 4 1684347638620 {id: '4', acc_x: 34.36397552, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.129234299, …}
mqtt.js:15 6 1684347638668 {id: '6', acc_x: -23.77202797, acc_y: -9.799467087, acc_z: -0.775721371, rot_x: 0.060220521, …}
mqtt.js:15 4 1684347638674 {id: '4', acc_x: 34.37355423, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.129234299, …}
mqtt.js:15 6 1684347638735 {id: '6', acc_x: -23.7744236, acc_y: -9.799467087, acc_z: -0.770932972, rot_x: 0.055690661, …}
mqtt.js:15 4 1684347638736 {id: '4', acc_x: 34.13652802, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.130300149, …}
mqtt.js:15 1 1684347638751 {id: '1', acc_x: 28.93632126, acc_y: -78.45320129, acc_z: 4.218583584, rot_x: 0.085267991, …}
mqtt.js:15 6 1684347638771 {id: '6', acc_x: -23.76963425, acc_y: -9.789890289, acc_z: -0.785298169, rot_x: 0.053292494, …}
mqtt.js:15 1 1684347638806 {id: '1', acc_x: 28.94111061, acc_y: -78.45320129, acc_z: 4.220977783, rot_x: 0.085534461, …}
mqtt.js:15 6 1684347638826 {id: '6', acc_x: -23.77921104, acc_y: -9.797073364, acc_z: -0.775721371, rot_x: 0.052759573, …}
mqtt.js:15 1 1684347638861 {id: '1', acc_x: 28.93392754, acc_y: -78.45320129, acc_z: 4.216189384, rot_x: 0.085800916, …}
mqtt.js:15 6 1684347638882 {id: '6', acc_x: -23.77921104, acc_y: -9.794678688, acc_z: -0.78050977, rot_x: 0.05249311, …}
mqtt.js:15 1 1684347638916 {id: '1', acc_x: 28.94589806, acc_y: -78.45320129, acc_z: 4.218583584, rot_x: 0.087399691, …}
mqtt.js:15 6 1684347638936 {id: '6', acc_x: -23.76005745, acc_y: -9.792284966, acc_z: -0.775721371, rot_x: 0.052759573, …}
mqtt.js:15 1 1684347638971 {id: '1', acc_x: 28.93632126, acc_y: -78.45320129, acc_z: 4.223371983, rot_x: 0.083402753, …}
mqtt.js:15 6 1684347638994 {id: '6', acc_x: -23.76724052, acc_y: -9.801861763, acc_z: -0.782903969, rot_x: 0.052226644, …}
mqtt.js:15 1 1684347639026 {id: '1', acc_x: 28.94111061, acc_y: -78.45320129, acc_z: 4.218583584, rot_x: 0.085001536, …}
mqtt.js:15 6 1684347639046 {id: '6', acc_x: -23.76963425, acc_y: -9.789890289, acc_z: -0.799663365, rot_x: 0.049562022, …}
mqtt.js:15 4 1684347639068 {id: '4', acc_x: 34.74465561, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.130300149, …}
mqtt.js:15 6 1684347639103 {id: '6', acc_x: -23.77202797, acc_y: -9.794678688, acc_z: -0.785298169, rot_x: 0.045032158, …}
mqtt.js:15 4 1684347639140 {id: '4', acc_x: 34.50762939, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.130300149, …}
mqtt.js:15 6 1684347639156 {id: '6', acc_x: -23.76245117, acc_y: -9.794678688, acc_z: -0.775721371, rot_x: 0.040768761, …}
mqtt.js:15 4 1684347639181 {id: '4', acc_x: 35.39348221, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.130833074, …}
mqtt.js:15 6 1684347639215 {id: '6', acc_x: -23.75766373, acc_y: -9.787496567, acc_z: -0.78050977, rot_x: 0.038637057, …}
mqtt.js:15 4 1684347639236 {id: '4', acc_x: 34.56987762, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.132165387, …}
mqtt.js:15 6 1684347639270 {id: '6', acc_x: -23.74808693, acc_y: -9.794678688, acc_z: -0.768538773, rot_x: 0.038370594, …}
mqtt.js:15 4 1684347639291 {id: '4', acc_x: 34.12934494, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.131099537, …}
mqtt.js:15 6 1684347639325 {id: '6', acc_x: -23.76005745, acc_y: -9.787496567, acc_z: -0.787692368, rot_x: 0.039436448, …}
mqtt.js:15 4 1684347639349 {id: '4', acc_x: 33.94499207, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.130033687, …}
mqtt.js:15 6 1684347639381 {id: '6', acc_x: -23.7648468, acc_y: -9.789890289, acc_z: -0.782903969, rot_x: 0.040235836, …}
mqtt.js:15 1 1684347639392 {id: '1', acc_x: 28.96744728, acc_y: -78.45320129, acc_z: 4.228160381, rot_x: 0.087133229, …}
mqtt.js:15 6 1684347639439 {id: '6', acc_x: -23.75766373, acc_y: -9.799467087, acc_z: -0.785298169, rot_x: 0.040502299, …}
mqtt.js:15 1 1684347639447 {id: '1', acc_x: 28.92674446, acc_y: -78.45320129, acc_z: 4.220977783, rot_x: 0.086600304, …}
mqtt.js:15 6 1684347639486 {id: '6', acc_x: -23.76005745, acc_y: -9.801861763, acc_z: -0.790086567, rot_x: 0.038104136, …}
mqtt.js:15 1 1684347639502 {id: '1', acc_x: 28.96265793, acc_y: -78.45320129, acc_z: 4.225766182, rot_x: 0.085001536, …}
mqtt.js:15 6 1684347639543 {id: '6', acc_x: -23.76005745, acc_y: -9.804255486, acc_z: -0.785298169, rot_x: 0.036238898, …}
mqtt.js:15 1 1684347639577 {id: '1', acc_x: 28.93392754, acc_y: -78.45320129, acc_z: 4.213795185, rot_x: 0.084468603, …}
mqtt.js:15 6 1684347639598 {id: '6', acc_x: -23.75527, acc_y: -9.794678688, acc_z: -0.785298169, rot_x: 0.034640122, …}
mqtt.js:15 1 1684347639614 {id: '1', acc_x: 28.93871689, acc_y: -78.45320129, acc_z: 4.216189384, rot_x: 0.082869835, …}
mqtt.js:15 6 1684347639657 {id: '6', acc_x: -23.75527, acc_y: -9.799467087, acc_z: -0.782903969, rot_x: 0.035173047, …}
mqtt.js:15 1 1684347639678 {id: '1', acc_x: 28.94350433, acc_y: -78.45320129, acc_z: 4.230554581, rot_x: 0.08207044, …}
mqtt.js:15 4 1684347639702 {id: '4', acc_x: 34.62015533, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.126303226, …}
mqtt.js:15 6 1684347639706 {id: '6', acc_x: -23.75527, acc_y: -9.792284966, acc_z: -0.775721371, rot_x: 0.03650536, …}
mqtt.js:15 4 1684347639768 {id: '4', acc_x: 34.65607071, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.124704443, …}
mqtt.js:15 6 1684347639790 {id: '6', acc_x: -23.75527, acc_y: -9.785101891, acc_z: -0.778115571, rot_x: 0.039169986, …}
mqtt.js:15 4 1684347639812 {id: '4', acc_x: 34.86676025, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.124704443, …}
mqtt.js:15 6 1684347639822 {id: '6', acc_x: -23.75527, acc_y: -9.799467087, acc_z: -0.778115571, rot_x: 0.042367533, …}
mqtt.js:15 4 1684347639870 {id: '4', acc_x: 34.7829628, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.124171518, …}
mqtt.js:15 6 1684347639877 {id: '6', acc_x: -23.75287437, acc_y: -9.789890289, acc_z: -0.763750315, rot_x: 0.044499233, …}
mqtt.js:15 4 1684347639925 {id: '4', acc_x: 34.90985489, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.124437973, …}
mqtt.js:15 6 1684347639928 {id: '6', acc_x: -23.76245117, acc_y: -9.789890289, acc_z: -0.773327172, rot_x: 0.046630934, …}
mqtt.js:15 4 1684347639978 {id: '4', acc_x: 34.61776352, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.125770286, …}
mqtt.js:15 6 1684347639986 {id: '6', acc_x: -23.75048065, acc_y: -9.792284966, acc_z: -0.794874966, rot_x: 0.046098009, …}
mqtt.js:15 1 1684347640026 {id: '1', acc_x: 28.99138832, acc_y: -78.45320129, acc_z: 4.225766182, rot_x: 0.082603365, …}
mqtt.js:15 6 1684347640037 {id: '6', acc_x: -23.76005745, acc_y: -9.799467087, acc_z: -0.790086567, rot_x: 0.046364475, …}
mqtt.js:15 1 1684347640079 {id: '1', acc_x: 28.96505165, acc_y: -78.45320129, acc_z: 4.225766182, rot_x: 0.084202148, …}
mqtt.js:15 6 1684347640095 {id: '6', acc_x: -23.76005745, acc_y: -9.806650162, acc_z: -0.78050977, rot_x: 0.04769678, …}
mqtt.js:15 1 1684347640135 {id: '1', acc_x: 28.95308113, acc_y: -78.45320129, acc_z: 4.216189384, rot_x: 0.083669223, …}
mqtt.js:15 6 1684347640153 {id: '6', acc_x: -23.76005745, acc_y: -9.792284966, acc_z: -0.778115571, rot_x: 0.050627869, …}
mqtt.js:15 1 1684347640190 {id: '1', acc_x: 28.97462845, acc_y: -78.45320129, acc_z: 4.213795185, rot_x: 0.083935678, …}
mqtt.js:15 6 1684347640204 {id: '6', acc_x: -23.7648468, acc_y: -9.780313492, acc_z: -0.758961916, rot_x: 0.055157732, …}
mqtt.js:15 1 1684347640259 {id: '1', acc_x: 28.98181152, acc_y: -78.45320129, acc_z: 4.220977783, rot_x: 0.085267991, …}
mqtt.js:15 6 1684347640261 {id: '6', acc_x: -23.76005745, acc_y: -9.787496567, acc_z: -0.782903969, rot_x: 0.059687596, …}
mqtt.js:15 1 1684347640302 {id: '1', acc_x: 28.969841, acc_y: -78.45320129, acc_z: 4.230554581, rot_x: 0.084202148, …}
mqtt.js:15 6 1684347640321 {id: '6', acc_x: -23.75527, acc_y: -9.809044838, acc_z: -0.778115571, rot_x: 0.062885143, …}
mqtt.js:15 4 1684347640337 {id: '4', acc_x: 35.09181595, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.12337213, …}
mqtt.js:15 6 1684347640369 {id: '6', acc_x: -23.76245117, acc_y: -9.792284966, acc_z: -0.78050977, rot_x: 0.063684531, …}
mqtt.js:15 4 1684347640386 {id: '4', acc_x: 35.28095627, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.123638593, …}
mqtt.js:15 6 1684347640421 {id: '6', acc_x: -23.75527, acc_y: -9.799467087, acc_z: -0.787692368, rot_x: 0.063684531, …}
mqtt.js:15 4 1684347640442 {id: '4', acc_x: 34.6752243, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.124171518, …}
mqtt.js:15 6 1684347640479 {id: '6', acc_x: -23.75527, acc_y: -9.797073364, acc_z: -0.787692368, rot_x: 0.063684531, …}
mqtt.js:15 4 1684347640503 {id: '4', acc_x: 34.11977005, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.123905048, …}
mqtt.js:15 6 1684347640534 {id: '6', acc_x: -23.75766373, acc_y: -9.799467087, acc_z: -0.770932972, rot_x: 0.065016843, …}
mqtt.js:15 4 1684347640554 {id: '4', acc_x: 34.22032547, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.12337213, …}
mqtt.js:15 6 1684347640588 {id: '6', acc_x: -23.76724052, acc_y: -9.797073364, acc_z: -0.78050977, rot_x: 0.067148544, …}
mqtt.js:15 4 1684347640609 {id: '4', acc_x: 33.88992691, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.12337213, …}
