-3.904942989, 0.861912608, 13.24951267, 0.05595712, 1.571329236, -0.414349139
-4.09169054, 0.974440098, 14.92784786, 0.022116385, 1.766379833, -0.404223561
-4.005499363, 0.761356115, 16.64927864, -0.047163859, 1.847117901, -0.349598765
-3.617638826, 0.948103845, 17.78891945, -0.081004597, 1.90840435, -0.283516079
-3.074155092, 0.943315446, 18.59576416, -0.106851459, 1.950771928, -0.310695261
-2.466027737, 0.500388145, 18.61252403, -0.123905048, 1.945442677, -0.397561997
-2.930502892, 0.387860686, 18.44732475, -0.209972441, 1.907338381, -0.343736589
-1.982398987, 0.682347476, 18.0690403, -0.238750383, 1.882024527, -0.260067374
-1.453280449, 0.464475125, 17.06108093, -0.286180705, 1.792759657, -0.228358343
-1.098938584, 0.354341865, 15.8448267, -0.237950996, 1.665390491, -0.114578865
-1.007958889, 0.474051923, 14.34126854, -0.211571202, 1.518036723, -0.070346095
-1.221042871, 0.232237563, 12.78264332, -0.221430331, 1.451687694, 0.036238898
-0.447715729, 0.368707061, 11.312603, -0.168137819, 1.293408871, 0.140692189
0.328005642, 0.541089594, 9.866505623, -0.122039817, 1.078640103, 0.185191423
0.474051923, 0.457292527, 8.429984093, -0.139892802, 0.854012251, 0.293641627
0.89303726, 0.308852017, 7.28555584, -0.151350692, 0.62538743, 0.415148526
0.857124209, -0.026336219, 6.148310184, -0.093794793, 0.426073521, 0.493754983
0.476446152, -0.10295067, 5.518634796, -0.062885143, 0.343470156, 0.616327703
1.367089152, -0.20350714, 5.193023682, -0.057289433, 0.211837664, 0.675482392
1.335964561, -0.29688102, 5.207388878, -0.089531392, 0.046897396, 0.685075045
1.405396342, -0.495599747, 5.583278179, -0.145488501, -0.122572735, 0.702661514
1.608903527, -0.598550439, 6.284779549, -0.23528637, -0.35732618, 0.682676852
1.247379065, -0.761356115, 7.563282967, -0.337341517, -0.580621719, 0.617393553
1.048660398, -1.00556469, 8.983044624, -0.43220216, -0.798055112, 0.558238924
1.07739079, -0.699106872, 10.64222622, -0.455917299, -1.074643135, 0.432468593
0.814028561, -0.486022949, 12.5743475, -0.438064337, -1.33391118, 0.238750383
-0.656011283, -0.550666392, 14.27901936, -0.430336893, -1.450355291, -0.006928025
-0.85473001, -0.368707061, 16.17761993, -0.457516104, -1.587050557, -0.216367543
-1.575384736, -0.598550439, 17.65005493, -0.524131715, -1.653932571, -0.466309339
-1.331176162, 0.136469498, 19.31163025, -0.551310837, -1.917197585, -0.416747332
-1.367089152, 0.169988319, 20.66914368, -0.375179172, -2.275323153, -0.527329266
-2.552218914, 0.524330199, 21.15516663, -0.406088829, -2.495421171, -0.585950971
-3.962403774, 0.629675031, 20.69308472, -0.242747322, -2.535390615, -0.650434852
-4.443638325, 1.058237195, 19.44810104, -0.181194484, -2.401093483, -0.491623253
-3.986345768, 1.240196466, 18.10734749, -0.180928022, -2.200180531, -0.284581929
-5.090072632, 1.139639974, 16.00523758, -0.165473193, -2.008327723, -0.168670759
-4.637568474, 1.213860273, 13.62300777, -0.231289431, -1.725344658, 0.05489127
-3.23456645, 1.161187768, 11.79383755, -0.296839207, -1.452220559, 0.273923427
-1.663970232, 0.497993946, 10.42435455, -0.252073497, -1.242248178, 0.355194479
0.907402456, -0.320823014, 9.325415611, -0.148419604, -1.01495564, 0.29923737
