0.660799682, 3.193865061, 11.5783596, 0.226759583, 0.760217428, -0.366385907
1.18752408, 3.062183857, 11.08994198, 0.334943324, 0.794324696, -0.216367543
1.556231141, 3.134010077, 10.28309631, 0.160410419, 0.641908109, -0.282716691
1.766920805, 2.832340717, 9.825803757, 0.166539043, 0.558238924, -0.298970878
1.704671621, 2.667140722, 9.136273384, 0.085267991, 0.451387435, -0.455117911
1.642422318, 2.518700123, 8.779537201, 0.088199086, 0.397295564, -0.361056656
1.175553083, 2.389413357, 8.221688271, -0.069546707, 0.254738122, -0.265130162
0.950498104, 2.286462545, 7.91762495, -0.078606427, 0.259800911, -0.23422052
0.945709646, 2.30561614, 7.91762495, -0.113779478, 0.244346097, -0.202245027
1.256955862, 2.49236393, 7.738059998, -0.090064317, 0.187856048, -0.217433393
1.687912226, 2.592920542, 7.821856976, -0.061819296, 0.033840735, -0.171601832
1.810016513, 2.336740971, 8.042123795, -0.054358348, 0.226493105, -0.093794793
1.417367458, 2.312798738, 8.487444878, -0.153748855, 0.393298626, -0.058888208
1.359906554, 2.509123325, 8.925583839, -0.196116373, 0.522000015, 0.019984685
1.656787634, 2.686294317, 9.490615845, -0.17346707, 0.65443182, 0.202777937
1.848323703, 2.767697096, 10.25915432, -0.150551304, 0.866269529, 0.306964755
1.912967205, 2.901772499, 10.9055891, -0.028777948, 0.972588003, 0.486826956
1.582567334, 3.074155092, 11.53526402, 0.04769678, 1.11567843, 0.370116383
0.785298169, 3.493140221, 12.02128696, -0.144689128, 1.148719788, 0.181460962
0.656011283, 3.366247654, 12.48097324, -0.144156188, 1.084768772, 0.332012266
0.586579442, 3.428496838, 12.83052731, -0.058621746, 1.088232756, 0.61606127
0.864306808, 3.608062029, 12.82573891, 0.001332312, 1.109816194, 0.620324671
0.622492433, 3.849876404, 12.63180828, -0.129234299, 1.134064317, 0.490823895
0.169988319, 3.82593441, 12.38041687, -0.085267991, 0.989641666, 0.580888212
0.181959331, 3.600879431, 12.27267838, -0.051960181, 0.976318538, 0.55264318
-0.019153614, 3.426102638, 11.5927248, -0.031176111, 0.953935683, 0.503081143
-0.114921682, 3.514688015, 10.84573364, -0.093261868, 0.907571197, 0.483362943
-0.48123455, 3.488351822, 10.32379818, -0.224361405, 0.895846844, 0.392499238
-0.758961916, 3.394978046, 9.765948296, -0.122839205, 0.695467055, 0.430603355
0.047884032, 2.880224705, 9.354146004, 0.207041353, 0.529194474, 0.658695281
0.840364814, 2.8969841, 8.473079681, 0.13456355, 0.500416517, 0.366652369
0.936132848, 2.875436306, 7.967903137, -0.099390499, 0.272058189, 0.139093414
0.684741676, 2.971204281, 7.912836552, -0.247010723, 0.146554366, -0.004796324
0.174776718, 2.980781078, 7.592013359, -0.234486982, 0.074343033, -0.294707507
-0.435744703, 2.853888512, 7.565677166, -0.000266462, 0.1334977, -0.249142408
